osm_id,name,category,category_key,category_slug,address,city_slug,area_slug,business_slug,latitude,longitude,phone,website,email,opening_hours,google_maps_url,photo_url,image_url,google_summary,google_rating,google_review_count,google_place_id,tags,chain_flag,social_facebook,social_instagram,social_twitter,social_tiktok,social_linkedin,social_youtube,wikidata_id,fsa_rating,fsa_hygiene_score,fsa_establishment_id,status,ranking_tier,source,scrape_date,last_synced_at
node/827983667,Morrisons Daily,Food & Produce,food_produce,food-and-produce,"143-147 Four Acres, BS13 8RA, GB",,,morrisons-daily,51.4062987,-2.6266084,,https://my.morrisons.com/storefinder/61201/morrisons-daily-bristol-withywood-fouracres,,,,,,,,,,"{""convenience""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/5084276701,Estate Stores,Food & Produce,food_produce,food-and-produce,,,,estate-stores,51.4156101,-2.6246489,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/10556681607,Yew Tree Farm Bristol,Food & Produce,food_produce,food-and-produce,"Bridgwater Road, Bristol, BS13 8AJ",bristol,,yew-tree-farm-bristol,51.4218834,-2.6342975,,,,,,,,,,,,"{""farm""}",independent,https://www.facebook.com/yewtreefarmandshop/,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13119524598,Tesco Express,Food & Produce,food_produce,food-and-produce,"1-2 Shirehampton Road, Bristol, BS9 2DP",bristol,sea-mills,tesco-express,51.4862885,-2.641832,,https://www.tesco.com/store-locator/bristol/trymwood-parade,,Mo-Su 07:00-23:00,,,,,,,,"{""supermarket""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/11466017653,Kwik Save,Food & Produce,food_produce,food-and-produce,"Queen's Road, Bristol",bristol,,kwik-save,51.4088478,-2.6213983,,,,,,,,,,,,"{""supermarket""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/11478973267,Londis,Food & Produce,food_produce,food-and-produce,"92 Queen's Road, Bristol",bristol,,londis,51.4090941,-2.6211467,,,,Mo-Su 05:30-23:00,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/11147892761,Morrisons Daily,Food & Produce,food_produce,food-and-produce,"532-536 Bishport Avenue, BS13 9LJ",,,morrisons-daily,51.4056311,-2.6093784,+44 117 964 1620,https://my.morrisons.com/storefinder/61159/morrisons-daily-bristol-hartcliffe-bishport,,Mo-Sa 06:00-22:00; Su 07:00-22:00,,,,,,,,"{""convenience""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/11524269682,Morrisons Daily,Food & Produce,food_produce,food-and-produce,"141 Church Road, Bristol, BS13 8JZ",bristol,,morrisons-daily,51.4130502,-2.6201936,,,,,,,,,,,,"{""convenience""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/11501273339,Belland's Drive Co-op,Food & Produce,food_produce,food-and-produce,,,,bellands-drive-co-op,51.4071167,-2.5770311,,https://www.coop.co.uk/store-finder/BS14-0EW/30-32-belland-drive,,Mo-Su 06:00-22:00,,,,,,,,"{""convenience""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/11435897766,Five Acre Farm Shop,Food & Produce,food_produce,food-and-produce,,,,five-acre-farm-shop,51.442383,-2.6137724,,,,,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/4749634967,Tobacco Factory Market,Food & Produce,food_produce,food-and-produce,,,,tobacco-factory-market,51.4426584,-2.6134949,,,,Su 10:00-14:30,,,,,,,,"{""marketplace""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12923053147,Heron Foods,Food & Produce,food_produce,food-and-produce,"102-106 East Street, Bristol, BS3 4EY",bristol,bedminster,heron-foods,51.4416017,-2.5982583,,https://heronfoods.com/store/bedminster/,,Mo-Sa 08:00-18:00; Su 10:00-16:00,,,,,,,,"{""supermarket""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13357250775,Southville Deli,Food & Produce,food_produce,food-and-produce,,,,southville-deli,51.4424466,-2.5959408,,,,,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12512022293,Newquay road convenience store,Food & Produce,food_produce,food-and-produce,,,,newquay-road-convenience-store,51.4267588,-2.5791471,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13145150507,The Park Deli,Food & Produce,food_produce,food-and-produce,,,,the-park-deli,51.4375272,-2.5846446,,,,,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/2384478514,Redcliffe Premier,Food & Produce,food_produce,food-and-produce,"Redcliff Hill, Bristol, BS1 6TB",bristol,,redcliffe-premier,51.4468762,-2.5911857,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/11159406779,Londis,Food & Produce,food_produce,food-and-produce,"194-196 Wells Road, Bristol, BS4 2AX",bristol,knowle,londis,51.4389254,-2.5723368,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/6780649303,Chi foof,Food & Produce,food_produce,food-and-produce,,,,chi-foof,51.4482776,-2.5733843,,,,Mo-Fr 06:00-12:00,,,,,,,,"{""spices""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/7817700261,Spar,Food & Produce,food_produce,food-and-produce,"12 Gilda Parade, Bristol, BS14 9HY",bristol,whitchurch,spar,51.4138443,-2.560038,,https://www.spar.co.uk/store-locator/awl26862-spar-gilda-parade,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/4927525625,KPR convenience store,Food & Produce,food_produce,food-and-produce,"20 Kensington Park Road, Bristol, BS4 3HP",bristol,brislington,kpr-convenience-store,51.4360776,-2.5573783,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/3683487308,Bellevue Convenience Store,Food & Produce,food_produce,food-and-produce,"26 Bellevue Park, Bristol, BS4 4JR",bristol,brislington,bellevue-convenience-store,51.4359564,-2.5483582,,https://www.premier-stores.co.uk/our-stores/bellevue-stores,,06:00-22:00,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12959516255,Restore,Food & Produce,food_produce,food-and-produce,,,,restore,51.449892,-2.6063525,,,,,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12961242061,Tesco Express,Food & Produce,food_produce,food-and-produce,"Canons Way, Bristol, BS1 5JZ",bristol,city-centre,tesco-express,51.4499169,-2.6028876,,https://www.tesco.com/store-locator/bristol/7-millennium-parade,,,,,,,,,,"{""convenience""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/5254795218,The Harbourside Market,Food & Produce,food_produce,food-and-produce,"Bristol, BS1 4DA",bristol,,the-harbourside-market,51.4526246,-2.5975738,,,,We-Th 12:00-14:30; Sa-Su 11:00-16:00,,,,,,,,"{""marketplace""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12435832628,Langyu,Food & Produce,food_produce,food-and-produce,"Bristol, BS1 1NA",bristol,,langyu,51.4534729,-2.5957437,,,,,,,,,,,,"{""convenience"",""chinese"",""japanese"",""korean""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/2988644443,M&S Food,Food & Produce,food_produce,food-and-produce,,,,m-s-food,51.4585046,-2.5963784,,https://www.marksandspencer.com/stores/bristol-royal-nhs-hospital-1259,,Mo-Fr 07:00-21:00; Sa 07:00-20:00; Su 09:00-17:00,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/1892330960,Whiteladies Road Farmers' Market,Food & Produce,food_produce,food-and-produce,,,,whiteladies-road-farmers-market,51.4680955,-2.6133877,,,,,,,,,,,,"{""marketplace""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/5492266401,Hot Sauce Emporium,Food & Produce,food_produce,food-and-produce,"Corn Street, Bristol, BS1 1HQ",bristol,city-centre,hot-sauce-emporium,51.454533,-2.5934404,,,,,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13114906356,Pasture Butchers,Food & Produce,food_produce,food-and-produce,"Tannery House St Thomas Street, Bristol, BS1 6ZD",bristol,redcliffe,pasture-butchers,51.4517079,-2.5891006,,https://primebypasture.com/,,,,,,,,,,"{""butcher""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13125158252,Tesco Express,Food & Produce,food_produce,food-and-produce,"11-19 Wine Street, Bristol, BS1 2PH",bristol,city-centre,tesco-express,51.4553564,-2.592282,,https://www.tesco.com/store-locator/bristol/prudential-buildings,,Mo-Su 06:00-23:00,,,,,,,,"{""convenience""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/3940436646,McColl's,Food & Produce,food_produce,food-and-produce,"1 Temple Way, Bristol, BS2 0BY",bristol,redcliffe,mccolls,51.4544401,-2.5828401,,https://www.mccolls.co.uk/storelocator/bristol-temple-way/,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/9858050617,Temple Quay Market,Food & Produce,food_produce,food-and-produce,,,,temple-quay-market,51.4510686,-2.5821323,,https://www.templequaymarket.co.uk/,,"Tu,Th 12:00-14:00",,,,,,,,"{""marketplace""}",independent,,templequaymarket,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12883505829,Celebration Cake Centre,Food & Produce,food_produce,food-and-produce,"58 Victoria Street, Bristol, BS1 6DE",bristol,,celebration-cake-centre,51.451937,-2.5873148,,,,,,,,,,,,"{""confectionery""}",independent,,,,,,,Q26571052,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12883505831,Temple News,Food & Produce,food_produce,food-and-produce,"62-64 Victoria Street, Bristol, BS1 6DE",bristol,redcliffe,temple-news,51.4518549,-2.587274,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12883505850,Greggs,Food & Produce,food_produce,food-and-produce,"Transom House Victoria Street, Bristol, BS1 6AH",bristol,,greggs,51.451851,-2.5879223,,,,,,,,,,,,"{""fast_food"",""bakery"",""sandwich"",""bakery""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/2900427077,Cornish Bakehouse,Food & Produce,food_produce,food-and-produce,"16 Castle Gallery, Bristol, BS1 3XE",bristol,,cornish-bakehouse,51.4561107,-2.5902276,,,,,,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/2900429302,Parsons,Food & Produce,food_produce,food-and-produce,,,,parsons,51.4571069,-2.5893435,,,,,,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/6797583343,168 Oriental,Food & Produce,food_produce,food-and-produce,"Little Chinatown Nelson Street, Bristol, BS1 2BJ",bristol,,168-oriental,51.4565424,-2.5944082,,,,Mo-Su 10:00-21:00,,,,,,,,"{""supermarket""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/9955013617,Premier Express,Food & Produce,food_produce,food-and-produce,,,,premier-express,51.4618394,-2.5902184,,https://www.premier-stores.co.uk/our-stores/green-croft,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12271978670,Londis,Food & Produce,food_produce,food-and-produce,,,,londis,51.4567638,-2.5940716,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13203041401,Greggs,Food & Produce,food_produce,food-and-produce,Broadmead,,,greggs,51.4574679,-2.5902567,,,,,,,,,,,,"{""bakery""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/3841830908,H&B,Food & Produce,food_produce,food-and-produce,,,,h-b,51.4584695,-2.5843582,,,,,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/6498829564,Hotel Chocolat,Food & Produce,food_produce,food-and-produce,"Cabot Circus Brigstowe Street, Bristol, BS1 3BH",bristol,,hotel-chocolat,51.4584466,-2.5845914,,,,,,,,,,,,"{""confectionery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/6498830794,Millie's Cookies,Food & Produce,food_produce,food-and-produce,"Cabot Circus Concorde Street, Bristol, BS1 3BD",bristol,city-centre,millies-cookies,51.4585911,-2.5854058,,,,,,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/6498830803,Ben's Cookies,Food & Produce,food_produce,food-and-produce,"Cabot Circus George White Street, Bristol, BS1 3BA",bristol,city-centre,bens-cookies,51.4584181,-2.5863674,,,,,,,,,,,,"{""confectionery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/6716789567,Farro Bakery,Food & Produce,food_produce,food-and-produce,"1 Brunswick Square, Bristol, BS2 8PE",bristol,saint-pauls,farro-bakery,51.4595848,-2.5878972,,,,,,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13516711319,M&S Simply Food,Food & Produce,food_produce,food-and-produce,,,,m-s-simply-food,51.4587231,-2.5845982,,,,,,,,,,,,"{""supermarket""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/2141950431,West Cornwall Pasty Co.,Food & Produce,food_produce,food-and-produce,"Between Plat 7-8, Bristol, BS1 6QS",bristol,,west-cornwall-pasty-co,51.4493843,-2.5803204,,,,Mo-Sa 06:30-21:00; Su 08:00-20:00,,,,,,,,"{""fast_food"",""bakery"",""pasty""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/9591999712,Sainsbury's Local,Food & Produce,food_produce,food-and-produce,Avon Street,,,sainsburys-local,51.4529534,-2.5816259,+44 330 013 7711,https://stores.sainsburys.co.uk/6029/bristol-avon-street-local,,Mo-Su 07:00-23:00,,,,,,,,"{""convenience""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/11065214763,Deliveroo,Food & Produce,food_produce,food-and-produce,"21-22 Oxford Street, Bristol, BS2 0QT",bristol,,deliveroo,51.4513108,-2.577797,,,,Mo-Su 10:00-24:00,,,,,,,,"{""supermarket""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/11065214765,Forest bakery,Food & Produce,food_produce,food-and-produce,"26 Oxford Street, Bristol, BS2 0QT",bristol,,forest-bakery,51.4514109,-2.5773641,,,,,,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12806046076,Cakesmiths,Food & Produce,food_produce,food-and-produce,,,,cakesmiths,51.4553078,-2.5761271,,,,,,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12806061116,Mokoko,Food & Produce,food_produce,food-and-produce,,,,mokoko,51.4526596,-2.5806332,,,,,,,,,,,,"{""cafe"",""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12598276347,Old Market Express,Food & Produce,food_produce,food-and-produce,"60 West Street, Bristol, BS2 0BL",bristol,st-philips,old-market-express,51.4570923,-2.5774617,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12598276362,Bulgarian Food Market,Food & Produce,food_produce,food-and-produce,"70 West Street, Bristol, BS2 0BL",bristol,st-philips,bulgarian-food-market,51.4571669,-2.5772071,,,,,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12806029168,Bakehouse,Food & Produce,food_produce,food-and-produce,6 Kingsland Trading Estate St. Philips Road,,,bakehouse,51.456024,-2.5758755,,https://bakehousebristol.com/,,"Mo-Fr 07:30-16:00; Sa, Su 08:00-16:00",,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13136156595,Deocraft Cakes,Food & Produce,food_produce,food-and-produce,"45 Old Market Street, Bristol, BS2 0EX, GB",bristol,saint-philips,deocraft-cakes,51.4564431,-2.5805535,,,,,,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13175131322,The organic store,Food & Produce,food_produce,food-and-produce,,,,the-organic-store,51.456108,-2.5808207,,,,,,,,,,,,"{""supermarket""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13125536955,Elemental Collective,Food & Produce,food_produce,food-and-produce,"123 Stokes Croft, Bristol",bristol,saint-pauls,elemental-collective,51.4641376,-2.5898977,,,,,,,,,,,,"{""greengrocer""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13681828901,Tropical Sun,Food & Produce,food_produce,food-and-produce,Stapleton Road,,,tropical-sun,51.4647581,-2.5701001,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/9559182677,The Butcher's Hook,Food & Produce,food_produce,food-and-produce,,,,the-butchers-hook,51.4945092,-2.6179694,,,,,,,,,,,,"{""butcher""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12871380332,Spar,Food & Produce,food_produce,food-and-produce,,,,spar,51.4758269,-2.5912925,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13279302061,BOBBYS NEWSAGENTS,Food & Produce,food_produce,food-and-produce,,,,bobbys-newsagents,51.4849639,-2.5859498,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/1924392536,Costcutter,Food & Produce,food_produce,food-and-produce,"Danby House Morris Road, Bristol, BS7 9TX",bristol,lockleaze,costcutter,51.4827833,-2.5727879,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/5816298511,M&S Food,Food & Produce,food_produce,food-and-produce,"Southmead Hospital Southmead Road, Bristol, BS10 5NB",bristol,southmead,m-s-food,51.496471,-2.5922021,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/4076049276,Barton Hill Market,Food & Produce,food_produce,food-and-produce,"186 Avonvale Road, Bristol, BS5 9SX",bristol,redfield,barton-hill-market,51.4548871,-2.5616756,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/4076049279,Alaso,Food & Produce,food_produce,food-and-produce,"184 Avonvale Road, Bristol, BS5 9SX",bristol,redfield,alaso,51.454913,-2.5615352,,,,,,,,,,,,"{""butcher""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/8842326678,Spar,Food & Produce,food_produce,food-and-produce,"180 Avonvale Road, Bristol, BS5 9SX",bristol,redfield,spar,51.4549474,-2.5612365,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13470244988,Supermarket Store,Food & Produce,food_produce,food-and-produce,"1 Marsh Lane, BS5 9SB",,,supermarket-store,51.4546487,-2.5603014,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13456599887,Pats News & Booze,Food & Produce,food_produce,food-and-produce,"104-106 Church Road, Bristol, BS5 9LE",bristol,redfield,pats-news-booze,51.4586222,-2.5576466,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13456599894,Lili Mini Market,Food & Produce,food_produce,food-and-produce,,,,lili-mini-market,51.458337,-2.5588974,,,,Mo-Su 08:00-24:00,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/4053743567,Food Plus,Food & Produce,food_produce,food-and-produce,"176 Church Road, Bristol, BS5 9HX",bristol,redfield,food-plus,51.4594894,-2.5520939,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13456599765,Bristol Loaf,Food & Produce,food_produce,food-and-produce,"211-213 Church Road, BS5 9HF",,redfield,bristol-loaf,51.4593362,-2.5548107,,,,,,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13456599781,Southville Deli,Food & Produce,food_produce,food-and-produce,"259-261 Church Road, Bristol, BS5 9HT",bristol,redfield,southville-deli,51.4596111,-2.5528828,+44 117 966 4507,https://www.southvilledeli.com/,,Mo-Fr 08:30-18:30; Sa 08:30-18:00; Su 10:00-17:00; PH off,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13456599843,Mini Mart,Food & Produce,food_produce,food-and-produce,"156 Church Road, BS5 9HX",,redfield,mini-mart,51.4594325,-2.5530051,,,,Mo-Su 08:00-23:00,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13456599859,preserve,Food & Produce,food_produce,food-and-produce,"132 Church Road, Bristol, BS5 9HH",bristol,,preserve,51.4590523,-2.555363,,https://www.preservefoods.co.uk/,,Mo-Fr 09:30-18:00; Sa 09:00-17:30; Su 11:00-16:00,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13458009572,Food 4 U,Food & Produce,food_produce,food-and-produce,"200 Church Road, Bristol, BS5 8AD",bristol,saint-george,food-4-u,51.459544,-2.5503892,,,,Mo-Sa 09:00-21:00; Su 10:00-20:00,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13021696987,Costcutter Bristol,Food & Produce,food_produce,food-and-produce,"345-347 Church Road, Bristol, BS5 8AA",bristol,saint-george,costcutter-bristol,51.4596216,-2.5479927,,,,Mo-Su 07:00-22:00,,,,,,,,"{""supermarket""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13458009548,Karpaty Market,Food & Produce,food_produce,food-and-produce,"284-286 Church Road, Bristol, BS5 8AH",bristol,saint-george,karpaty-market,51.4597453,-2.5465342,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/8035495290,The Public Market,Food & Produce,food_produce,food-and-produce,"Mivart Street, Bristol, BS5 6JF",bristol,easton,the-public-market,51.4683529,-2.5625658,+441179 870 698,https://www.thepublicmarket.co.uk/pages/our-shops,,"Mo-Th 08:00-19:00; Fr,Sa 08:00-20:00; Su 09:00-18:00",,,,,,,,"{""supermarket""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/13669765801,Karwan Super Store,Food & Produce,food_produce,food-and-produce,,,,karwan-super-store,51.4651037,-2.563688,,,,24/7,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/12763150946,Matter Wholefoods,Food & Produce,food_produce,food-and-produce,"1 Greenbank Road, Bristol, BS5 6EZ",bristol,easton,matter-wholefoods,51.4678981,-2.5610059,,,,"Mo-Th 08:00-20:00, Fr-Sa 08:00-18:00, Su 09:00-18:00",,,,,,,,"{""greengrocer""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/7883586588,Maid Marion Convenience Store,Food & Produce,food_produce,food-and-produce,"64 Clouds Hill Road, Bristol, BS5 7LF",bristol,saint-george,maid-marion-convenience-store,51.4611055,-2.5390861,,https://www.premier-stores.co.uk/our-stores/maid-marion-convenience-store,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/9274827973,KSK News,Food & Produce,food_produce,food-and-produce,"Hillside Road, Bristol, BS5 7PU",bristol,,ksk-news,51.459194,-2.523735,,https://www.premier-stores.co.uk/our-stores/k-s-k-news,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/8500118118,Bakers Corner,Food & Produce,food_produce,food-and-produce,265 Two Mile Hill Road,,,bakers-corner,51.4630314,-2.5171199,,,,,,,,,,,,"{""bakery""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/1043480520,International Food Centre,Food & Produce,food_produce,food-and-produce,"585-587 Fishponds Road, Bristol, BS16 3AA",bristol,fishponds,international-food-centre,51.4772335,-2.5372631,,,,,,,,,,,,"{""supermarket""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
node/8499981408,Maxim European Foods,Food & Produce,food_produce,food-and-produce,313 Two Mile Hill Road,,,maxim-european-foods,51.463317,-2.515293,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 06:58:54
