name,category,category_key,category_slug,address,city_slug,area_slug,business_slug,latitude,longitude,phone,website,email,google_maps_url,photo_url,image_url,google_summary,opening_hours,google_rating,google_review_count,google_place_id,tags,chain_flag,social_facebook,social_instagram,social_twitter,social_tiktok,social_linkedin,social_youtube,status,ranking_tier,source,scrape_date
Lye Cross Farm Shop,Food & Produce,food_produce,food-and-produce,"Lye Cross Rd, Redhill, Bristol BS40 5RH, UK",bristol,,lye-cross-farm-shop,51.3571014,-2.7340645,01934 864613,https://www.lyecrossfarm.co.uk/farm-shop-bus-cafe/farm-shop/,,https://maps.google.com/?cid=17978945070010641165,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEB4S4lECrqviST08537Tbe8_n0KcYk0Rh7ccEf6QcC5SQLj7-tOUcOh3x7DAK_UiTTcnPNMI9gSwig1iLtRGIA5RYzLr4W-6Ac5t4_Ai1lmIykWR6BTnjK5cu3Y5qZBjuef2U9tHd-w6DGuC8G7-xRuqwpuB5FuiV2_Xhj2cWC7CCbNx3joJeBv3UUmJwP0ya0_lBImBQzt_WxPl8nMj23Wt_P02ATMDG9J3OtCbjoyUlwFQdXF7fGipSkCDZ2Ak9dFEIU8sqPUBlkN2u7sbNIh4Be6evs8WLs6zVAXCvPDa23BJB4dM0Vd_8fLpS8xJ3NXUuqp1SF4shxgU5NC4gcUmwo88ZhYeFDJ4quiWTA5EMPW3_meiBZhz0eotmIXAjzAb8i_8J2EjrHGD3OSqrEzt8EnNPjo2LdSNgX_Tzm3I7Z&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEB4S4lECrqviST08537Tbe8_n0KcYk0Rh7ccEf6QcC5SQLj7-tOUcOh3x7DAK_UiTTcnPNMI9gSwig1iLtRGIA5RYzLr4W-6Ac5t4_Ai1lmIykWR6BTnjK5cu3Y5qZBjuef2U9tHd-w6DGuC8G7-xRuqwpuB5FuiV2_Xhj2cWC7CCbNx3joJeBv3UUmJwP0ya0_lBImBQzt_WxPl8nMj23Wt_P02ATMDG9J3OtCbjoyUlwFQdXF7fGipSkCDZ2Ak9dFEIU8sqPUBlkN2u7sbNIh4Be6evs8WLs6zVAXCvPDa23BJB4dM0Vd_8fLpS8xJ3NXUuqp1SF4shxgU5NC4gcUmwo88ZhYeFDJ4quiWTA5EMPW3_meiBZhz0eotmIXAjzAb8i_8J2EjrHGD3OSqrEzt8EnNPjo2LdSNgX_Tzm3I7Z&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 10:00 AM – 4:00 PM,4.4,338,ChIJyaFTHgD1cUgRDas-3kgLgvk,"{""establishment"",""food"",""point_of_interest"",""store""}",independent,https://www.facebook.com/LyeCrossFarm,https://www.instagram.com/lyecrossfarm,https://twitter.com/LyeCrossFarm,,,,pending,standard,Google Places,2026-04-11
Poplars Farm Café,Food & Produce,food_produce,food-and-produce,"Poplars Farm, Bristol Rd, Frampton Cotterell, Bristol BS36 2AW, UK",bristol,,poplars-farm-café,51.540645,-2.487541,01454 773964,https://www.poplarsfarmcafe.co.uk/,info@poplarsfarmcafe.co.uk,https://maps.google.com/?cid=14104196756531135204,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFtGQkuVV8bgi5A_lV2fwzfs4ZolH-hD7SqALSGTFF8ympDULoUWtSA8_IlqgWpOAj_RgK5J2OvjGZdMU57UNURZZWm8IO43Wg8ViNr9ckOXaEI-Xo1yuEnb6UmNjPM_4Qgec1OfLcRHIx_P1sYrcXim7dguEtF5ZGG8cjzy6D-WlFn5wCL4OtfkUEe6csps2P9EPOnFem20O0EsNdzINeTjokQtKwr5WIVWsU8f4d01dlOkDr1W1TTuQNh-FSCxUqO6IE4wQf372Xw5kkwwhTgZBcQ7jh1ZQL6TjnfxYTXCSrH3f_ERLFY5AvA2xNCH8YQGnssQbJEm2QnJz-Q6rN400JQNCigChNdFOi_QSRrARf75AUcOkJ8d--qMgvDZSVyqkhC9GO0SNoStIl7_VGcLM6TtgFdkcBwciE34sHgOpAF&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFtGQkuVV8bgi5A_lV2fwzfs4ZolH-hD7SqALSGTFF8ympDULoUWtSA8_IlqgWpOAj_RgK5J2OvjGZdMU57UNURZZWm8IO43Wg8ViNr9ckOXaEI-Xo1yuEnb6UmNjPM_4Qgec1OfLcRHIx_P1sYrcXim7dguEtF5ZGG8cjzy6D-WlFn5wCL4OtfkUEe6csps2P9EPOnFem20O0EsNdzINeTjokQtKwr5WIVWsU8f4d01dlOkDr1W1TTuQNh-FSCxUqO6IE4wQf372Xw5kkwwhTgZBcQ7jh1ZQL6TjnfxYTXCSrH3f_ERLFY5AvA2xNCH8YQGnssQbJEm2QnJz-Q6rN400JQNCigChNdFOi_QSRrARf75AUcOkJ8d--qMgvDZSVyqkhC9GO0SNoStIl7_VGcLM6TtgFdkcBwciE34sHgOpAF&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: Closed | Tuesday: 9:00 AM – 4:00 PM | Wednesday: 9:00 AM – 4:00 PM | Thursday: 9:00 AM – 4:00 PM | Friday: 9:00 AM – 4:00 PM | Saturday: 9:00 AM – 4:00 PM | Sunday: 9:00 AM – 4:00 PM,4.3,702,ChIJG89JJ3uacUgR5EJBCzksvMM,"{""cafe"",""establishment"",""food"",""point_of_interest""}",independent,https://www.facebook.com/poplarsfarmcafe,https://www.instagram.com/poplars_farm_cafe_,,,,,pending,standard,Google Places,2026-04-11
Newton Farm Shop & Cafe,Food & Produce,food_produce,food-and-produce,"Newton St Loe, Bath BA2 9BT, UK",bath,,newton-farm-shop-cafe,51.3809554,-2.4266924,01225 873707,http://newtonfarmfoods.co.uk/,,https://maps.google.com/?cid=2786787482950535105,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHo77rmrz99TSFF2-zJMjU5GD_0_SkNRysktOdUNG9PtET5VfC3wvfczx72FYJPQGkg5_IRZHAqzsi1c8YKnCCL-T4BHTZWHu9sC46AVaXwV_eGZhTZ5S1BhkNx1V468Fybnp1qD22oFBxk7Tlukr8BANQ3Kdx_E77QaaV0WRMkqkQ1mod8n0R_tLdmxmfADWwZKI8GZtNZw7ncfyAiwiIOZBpXVwTa_l-S9mxnaovxXrZ-42xlV-XnB_Dd58scC9wFKMcsfVncay2rg9cQSlapVi6lNxKbS514oqK9GD6pU8cl9y1eMINHTpFJD6dccp00EVXqfMNJMX6Zff1C9LOYqEri8nTTh2RWX0FR4tdsEDFaEnMUkj9v5STbkm-LwLzz_257IMKXvQnbbSfvkKywOEchWdcR_piTR5NZnaoUHMtz&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHo77rmrz99TSFF2-zJMjU5GD_0_SkNRysktOdUNG9PtET5VfC3wvfczx72FYJPQGkg5_IRZHAqzsi1c8YKnCCL-T4BHTZWHu9sC46AVaXwV_eGZhTZ5S1BhkNx1V468Fybnp1qD22oFBxk7Tlukr8BANQ3Kdx_E77QaaV0WRMkqkQ1mod8n0R_tLdmxmfADWwZKI8GZtNZw7ncfyAiwiIOZBpXVwTa_l-S9mxnaovxXrZ-42xlV-XnB_Dd58scC9wFKMcsfVncay2rg9cQSlapVi6lNxKbS514oqK9GD6pU8cl9y1eMINHTpFJD6dccp00EVXqfMNJMX6Zff1C9LOYqEri8nTTh2RWX0FR4tdsEDFaEnMUkj9v5STbkm-LwLzz_257IMKXvQnbbSfvkKywOEchWdcR_piTR5NZnaoUHMtz&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:00 AM – 4:30 PM | Tuesday: 9:00 AM – 4:30 PM | Wednesday: 9:00 AM – 4:30 PM | Thursday: 9:00 AM – 4:30 PM | Friday: 9:00 AM – 4:30 PM | Saturday: 9:00 AM – 4:30 PM | Sunday: 9:00 AM – 4:30 PM,4.5,1281,ChIJ-7owo-2GcUgRwYfFYXOorCY,"{""cafe"",""establishment"",""food"",""point_of_interest"",""store""}",independent,,,,,,,pending,standard,Google Places,2026-04-11
Hartley Farm Shop & Kitchen,Food & Produce,food_produce,food-and-produce,"Winsley, Bradford-on-Avon BA15 2JB, UK",bradford-on-avon,,hartley-farm-shop-kitchen,51.354888,-2.2859775,01225 864948,https://hartley-farm.co.uk/,,https://maps.google.com/?cid=6637435631850311143,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF4YRELYXotn2TZpqcSl5oWkr9So8JRiZIbEkwANPlj_0N8I0T2tMhTI6drVc727YCCm1J8zBr1_6KHk0xLDi87Vu4EmcEVExFlWNfEvvyVqHNVEejD24lN8Sut3uD8hbV3UpQQjTFN9BqybBENWr-FZ7LW7tT5-grciZxXoJjpDGvC4Gg_W7qPknbDTCbEmqbXqgS4B3eGXwuHdlr23BUy2BoNgk8Y3hH-i02u1R3PsDWFtJJdT3DOJf40BYFLxoohOIPiujdih0r7TTi0yxNXiufIy6ookwOaa9VQR5vmPg&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF4YRELYXotn2TZpqcSl5oWkr9So8JRiZIbEkwANPlj_0N8I0T2tMhTI6drVc727YCCm1J8zBr1_6KHk0xLDi87Vu4EmcEVExFlWNfEvvyVqHNVEejD24lN8Sut3uD8hbV3UpQQjTFN9BqybBENWr-FZ7LW7tT5-grciZxXoJjpDGvC4Gg_W7qPknbDTCbEmqbXqgS4B3eGXwuHdlr23BUy2BoNgk8Y3hH-i02u1R3PsDWFtJJdT3DOJf40BYFLxoohOIPiujdih0r7TTi0yxNXiufIy6ookwOaa9VQR5vmPg&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 8:30 AM – 5:30 PM | Tuesday: 8:30 AM – 5:30 PM | Wednesday: 8:30 AM – 5:30 PM | Thursday: 8:30 AM – 5:30 PM | Friday: 8:30 AM – 5:30 PM | Saturday: 8:30 AM – 5:30 PM | Sunday: 9:00 AM – 4:00 PM,4.6,590,ChIJ_QzYR49_cUgR5031X4roHFw,"{""establishment"",""food"",""point_of_interest"",""store""}",independent,https://www.facebook.com/tr,https://www.instagram.com/hartleyfarm,https://twitter.com/hartleyfarm,,,,pending,standard,Google Places,2026-04-11
Brockley Stores,Food & Produce,food_produce,food-and-produce,"Main Rd, Bristol BS48 3AT, UK",bristol,,brockley-stores,51.39698449999999,-2.7648947,01275 462753,http://www.brockleystores.co.uk/,hello@brockleystores.co.uk,https://maps.google.com/?cid=11982025297069308604,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGWwrF2tdt4W8DHmVJe0dnOGKx7RbYxFm1soqHHcSyQ6xODjttmY9LWIiC5oGEpvv2_TYXTsp2iQNFsuxmTY4xH_spyQYR_EqzPOogpGjtPjEvNLMvIgGJGmnCHjQq_BPiECbkEmB8UWSiMJ8__MDJgP1S7qH8C7AY5gIDFGMKRUpJ42tOAAAmc915ULuqN-L41ojyaV9203n1MKOWpzO57psLN6abMCzTJ4G_uJ8bzUgJzuHotpyHFrh_EOuVZqrT8ijGm5YYuAsIYhGGjM3AhtCrdFwH-hpVCZlfGC2kTYV4A1vIZ3NxxinebO2VsP8VuhmthYc4XZdDgBPg5nydQbdILuqRrqAwof1uEjzr6pe7fcsPnmqo6R_8cae49sy-_mDI5E0vzSrqJ8GXFWdJoan0odoaVHWPX9rD6n_Ma5u8S&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGWwrF2tdt4W8DHmVJe0dnOGKx7RbYxFm1soqHHcSyQ6xODjttmY9LWIiC5oGEpvv2_TYXTsp2iQNFsuxmTY4xH_spyQYR_EqzPOogpGjtPjEvNLMvIgGJGmnCHjQq_BPiECbkEmB8UWSiMJ8__MDJgP1S7qH8C7AY5gIDFGMKRUpJ42tOAAAmc915ULuqN-L41ojyaV9203n1MKOWpzO57psLN6abMCzTJ4G_uJ8bzUgJzuHotpyHFrh_EOuVZqrT8ijGm5YYuAsIYhGGjM3AhtCrdFwH-hpVCZlfGC2kTYV4A1vIZ3NxxinebO2VsP8VuhmthYc4XZdDgBPg5nydQbdILuqRrqAwof1uEjzr6pe7fcsPnmqo6R_8cae49sy-_mDI5E0vzSrqJ8GXFWdJoan0odoaVHWPX9rD6n_Ma5u8S&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: 8:00 AM – 6:00 PM | Sunday: 9:00 AM – 5:00 PM,4.6,623,ChIJ79QuWj_zcUgRvHqPMYa0SKY,"{""establishment"",""food"",""point_of_interest"",""store""}",independent,https://www.facebook.com/brockleystores,https://www.instagram.com/brockleystores,https://twitter.com/BrockleyStores,,,,pending,standard,Google Places,2026-04-11
Elm patch farm,Food & Produce,food_produce,food-and-produce,"Iron Acton, Bristol BS37 7LT, UK",bristol,,elm-patch-farm,51.566134,-2.451299,07731 620405,,,https://maps.google.com/?cid=11294103119727641671,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHRCCMlAWvqjOjnKP1aIL0VMICsr1are6pNEH6_kvbcjUXI96bJHchHViI6P3HQ-MRrt9VNJ3w65QCL9WDhFvQKa3oS6YjKShir-3apzctgcSsYosSw1WkfVkfRbpPXfXvvDNU_W1C4VYcV_Q8hZd8BSaXiF1kzuL1XPufduHyBgIaOVnJnVCPiNUWZOuN-rdNoeB4TNjWGGvAQJvqGPSqJa-o-D7MjZFE-uMpzswPE1I-IdtAqPzVpWqv3VYrQCkywS7NbgjHR9o3KLgs1udiJyPI5UQpITWjbYHSTX8kPmzhwMgiV8zHrsNF7CeTBE9XEtu7HyG1w08ZuWSlnBkzeuO7rkMwhjSiG8lPxt8rdeaYxpWVDIORS_B9F4X1WP5f7TWRYjc4X1XlGOHIDA4ZZ3YgNEV6DqM9-pxVmZo17Ew&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHRCCMlAWvqjOjnKP1aIL0VMICsr1are6pNEH6_kvbcjUXI96bJHchHViI6P3HQ-MRrt9VNJ3w65QCL9WDhFvQKa3oS6YjKShir-3apzctgcSsYosSw1WkfVkfRbpPXfXvvDNU_W1C4VYcV_Q8hZd8BSaXiF1kzuL1XPufduHyBgIaOVnJnVCPiNUWZOuN-rdNoeB4TNjWGGvAQJvqGPSqJa-o-D7MjZFE-uMpzswPE1I-IdtAqPzVpWqv3VYrQCkywS7NbgjHR9o3KLgs1udiJyPI5UQpITWjbYHSTX8kPmzhwMgiV8zHrsNF7CeTBE9XEtu7HyG1w08ZuWSlnBkzeuO7rkMwhjSiG8lPxt8rdeaYxpWVDIORS_B9F4X1WP5f7TWRYjc4X1XlGOHIDA4ZZ3YgNEV6DqM9-pxVmZo17Ew&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: Closed | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM,4.9,32,ChIJKQkVfNGbcUgRR0T_2_K2vJw,"{""establishment"",""food"",""point_of_interest"",""store""}",independent,,,,,,,pending,standard,Google Places,2026-04-11
Elm Tree Farm,Food & Produce,food_produce,food-and-produce,"Park Rd, Stapleton, Bristol BS16 1AA, UK",bristol,stapleton,elm-tree-farm,51.4849749,-2.5536666,0117 958 6206,https://www.brandontrust.org/what-we-do/enterprises-and-supported-employment/elm-tree-farm/,BT.ElmTreeFarm@brandontrust.org,https://maps.google.com/?cid=2942203778591788838,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHJn8SCYfVA-CWXElxPne7PXO-Cfdt7dSDuvUiDijeozfPvuCIJLKMZ1jDEv_m_cptGc0R1r3XgUmuQ3nkbD4jWQaP6WjwRrhDkg-RcQmuI0Wn7wzlbJXtSxPtx3lLMleCqDojvzWObEDZsQG56IYtEXfS6C3wF9iiXfvm1cnpLlDrlVvKGk0v_id3-EKbzhNJ6hCUkE2Pkw5VuDun75wsirpqAjQuz_5K_JluRKAnwKK3lOmZBCG-T5jzNNy1448nGnBIiTDy3jtaFX2v4Xmcu-ylAZzWZ0gYfuF56d6Gwsg&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHJn8SCYfVA-CWXElxPne7PXO-Cfdt7dSDuvUiDijeozfPvuCIJLKMZ1jDEv_m_cptGc0R1r3XgUmuQ3nkbD4jWQaP6WjwRrhDkg-RcQmuI0Wn7wzlbJXtSxPtx3lLMleCqDojvzWObEDZsQG56IYtEXfS6C3wF9iiXfvm1cnpLlDrlVvKGk0v_id3-EKbzhNJ6hCUkE2Pkw5VuDun75wsirpqAjQuz_5K_JluRKAnwKK3lOmZBCG-T5jzNNy1448nGnBIiTDy3jtaFX2v4Xmcu-ylAZzWZ0gYfuF56d6Gwsg&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 10:00 AM – 5:00 PM | Tuesday: 10:00 AM – 5:00 PM | Wednesday: 10:00 AM – 4:00 PM | Thursday: 10:00 AM – 4:00 PM | Friday: 10:00 AM – 4:00 PM | Saturday: 10:00 AM – 4:00 PM | Sunday: Closed,4.6,80,ChIJ571KACuOcUgRJo_Gh7_O1Cg,"{""establishment"",""food"",""point_of_interest"",""store""}",independent,https://www.facebook.com/brandontrust,https://www.instagram.com/brandontrust,https://x.com/BrandonTrust,,https://www.linkedin.com/company/brandon-trust,https://www.youtube.com/user/TheBrandonTrust,pending,standard,Google Places,2026-04-11
Allington Farm Shop,Food & Produce,food_produce,food-and-produce,"Allington, Farm, Chippenham SN14 6LJ, UK",chippenham,,allington-farm-shop,51.4696659,-2.1507893,01249 658112,http://www.allingtonfarmshop.co.uk/,sales@allingtonfarmshop.co.uk,https://maps.google.com/?cid=6997213358662351556,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGo2ZjTq5wu6yWQ6wiVn-yvoVGQZPsnMlenfYbBOTJPMva6eNjM3aRqdHvvbVrZ3kvo07tCpzwb0PgWW_bgwHd5rKCIzDafbRcZWTnKHGkZlNSpyOM_1iRKhCT4NGBIyUwLuQEk1dhs9xu7AjqceLtcxc8W4UwaMW1-K2POnt6yJQShYJaX2vXvn-oUxZVhvWwLD2YD24NWEr6KExe7MFPh8Rz76OjXVwcsRjohWq6sf4wdsLjJW5iMS9BJw5romjUmp-aEylVyko9fGj6oTy-6zvlZO7ycJRpA7wTNDzrhzg&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGo2ZjTq5wu6yWQ6wiVn-yvoVGQZPsnMlenfYbBOTJPMva6eNjM3aRqdHvvbVrZ3kvo07tCpzwb0PgWW_bgwHd5rKCIzDafbRcZWTnKHGkZlNSpyOM_1iRKhCT4NGBIyUwLuQEk1dhs9xu7AjqceLtcxc8W4UwaMW1-K2POnt6yJQShYJaX2vXvn-oUxZVhvWwLD2YD24NWEr6KExe7MFPh8Rz76OjXVwcsRjohWq6sf4wdsLjJW5iMS9BJw5romjUmp-aEylVyko9fGj6oTy-6zvlZO7ycJRpA7wTNDzrhzg&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,"Deli-style store with local fruit, veg, meat and cheese products, plus a cafe with home-baked cakes.",Monday: 9:00 AM – 5:30 PM | Tuesday: 9:00 AM – 5:30 PM | Wednesday: 9:00 AM – 5:30 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 9:30 AM – 4:00 PM,4.5,454,ChIJk0C4JPR6cUgRxPqvFHoYG2E,"{""establishment"",""food"",""grocery_or_supermarket"",""point_of_interest"",""store""}",independent,https://www.facebook.com/AllingtonFarmShop,,https://twitter.com/allingtonfarm,,,,pending,standard,Google Places,2026-04-11
Flourish at Farleigh Road,Food & Produce,food_produce,food-and-produce,"Farleigh Rd, Norton St Philip, Bath BA2 7NG, UK",bath,,flourish-at-farleigh-road,51.308424,-2.308658,01225 720006,https://www.flourish-group.co.uk/,,https://maps.google.com/?cid=3430586469626018260,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGFsrm7Cm03qHD1EYuIaP33v3neL6yhBNzPHJk_Oc9wPavbAVgcP4ui8RBtPQhCnNO47bw71P60E6i6oAw3m3FXyCvNgbznTc0Wl3SLNyqpE-EPvgsd6IhpqCXLOlFGq-8joZjfuzez3voIxiDIgvSa7FzIqlDCNHY2XhQuGO_4vFXewKWPBi_NDd2Te_WbjNdda1QRbd_QtXPyCI0YoJuysspqGGqsFv3lQAonvo_TH5pR5lDFV03xQZFB70_BloD7OdDJYGatzTN0wwH5EW_55zBIPWGbhVsubMH_X0pnCjZlS_RyqwjFyfK1SbaiLiIOC5qzUcOIf6qaqGGYTu5fA1gJGcpaumSZx-9J06Fczg9yGbC-PDFTYhMCbPzrzZSlnQEEQym1zjK-vFuj0uM5IeMOtUgkyLU1QqO9V_gKmA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGFsrm7Cm03qHD1EYuIaP33v3neL6yhBNzPHJk_Oc9wPavbAVgcP4ui8RBtPQhCnNO47bw71P60E6i6oAw3m3FXyCvNgbznTc0Wl3SLNyqpE-EPvgsd6IhpqCXLOlFGq-8joZjfuzez3voIxiDIgvSa7FzIqlDCNHY2XhQuGO_4vFXewKWPBi_NDd2Te_WbjNdda1QRbd_QtXPyCI0YoJuysspqGGqsFv3lQAonvo_TH5pR5lDFV03xQZFB70_BloD7OdDJYGatzTN0wwH5EW_55zBIPWGbhVsubMH_X0pnCjZlS_RyqwjFyfK1SbaiLiIOC5qzUcOIf6qaqGGYTu5fA1gJGcpaumSZx-9J06Fczg9yGbC-PDFTYhMCbPzrzZSlnQEEQym1zjK-vFuj0uM5IeMOtUgkyLU1QqO9V_gKmA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 8:30 AM – 5:30 PM | Tuesday: 8:30 AM – 5:30 PM | Wednesday: 8:30 AM – 5:30 PM | Thursday: 8:30 AM – 5:30 PM | Friday: 8:30 AM – 5:30 PM | Saturday: 8:30 AM – 5:30 PM | Sunday: 9:00 AM – 4:00 PM,4.4,1059,ChIJjesKLe0qckgR1PlR1Tfkmy8,"{""cafe"",""establishment"",""food"",""point_of_interest"",""store""}",independent,https://www.facebook.com/tr,https://www.instagram.com/flourishfoodhallkitchen,,,,,pending,standard,Google Places,2026-04-11
Puxton Farm Shop and Butchers,Food & Produce,food_produce,food-and-produce,"Cowslip Ln, Weston-super-Mare BS24 6AH, UK",weston-super-mare,,puxton-farm-shop-and-butchers,51.3616989,-2.8707905,01934 523500,https://www.puxtonfarmshop.co.uk/,,https://maps.google.com/?cid=10071097940614228407,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGN9d_gFjCjmzZDt9JQPmifXyz_3XuonzAFKYS8IdiYGkwwotDGmWbbaoLfKguF_kKYr6lXuBMH2gJpp1YT93aeoWb2Cqg5-b9eRpKqXNDv7SwGu_JGQ7TBDiWX-KbKjO11efw7_jpJDle081ExedQbJE6PyhuE0YJtJZUicOzXC1GW8_oQXcrbrgh2ihv6Wyj4iTzw024fW44vXpQtRv9JDUL9_1h6KMW5LwtXXO6L_5sfcv7Y74E_zteTI2vrlrH_tx0qcpDoAhlMljDWAEqILDTEuuV6AjWLWojYRuXSCCzeu26QIBqQjN-X35C3WAakDLJt6H0_9DDWARqqfvhA1icCn3W1y569RmFZN-5W71WRfGvvG-ezdYiKxcAnI7Q6I1UsM72wXqkbFxWnfy48R58JNpf3bYdQKhONsOcDeg&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGN9d_gFjCjmzZDt9JQPmifXyz_3XuonzAFKYS8IdiYGkwwotDGmWbbaoLfKguF_kKYr6lXuBMH2gJpp1YT93aeoWb2Cqg5-b9eRpKqXNDv7SwGu_JGQ7TBDiWX-KbKjO11efw7_jpJDle081ExedQbJE6PyhuE0YJtJZUicOzXC1GW8_oQXcrbrgh2ihv6Wyj4iTzw024fW44vXpQtRv9JDUL9_1h6KMW5LwtXXO6L_5sfcv7Y74E_zteTI2vrlrH_tx0qcpDoAhlMljDWAEqILDTEuuV6AjWLWojYRuXSCCzeu26QIBqQjN-X35C3WAakDLJt6H0_9DDWARqqfvhA1icCn3W1y569RmFZN-5W71WRfGvvG-ezdYiKxcAnI7Q6I1UsM72wXqkbFxWnfy48R58JNpf3bYdQKhONsOcDeg&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:00 AM – 5:30 PM | Tuesday: 9:00 AM – 5:30 PM | Wednesday: 9:00 AM – 5:30 PM | Thursday: 9:00 AM – 5:30 PM | Friday: 9:00 AM – 5:30 PM | Saturday: 9:00 AM – 5:30 PM | Sunday: 9:00 AM – 5:30 PM,4.4,235,ChIJGbil2sP3cUgRt6l60De6w4s,"{""establishment"",""food"",""point_of_interest"",""store""}",independent,https://www.facebook.com/puxtonpark,,https://twitter.com/puxtonpark,,,https://www.youtube.com/channel/UC4XLXKq9xDUjUgqeB_IyYHA,pending,standard,Google Places,2026-04-11
