name,category,category_key,category_slug,address,city_slug,area_slug,business_slug,latitude,longitude,phone,website,email,google_maps_url,photo_url,image_url,google_summary,opening_hours,google_rating,google_review_count,google_place_id,tags,chain_flag,social_facebook,social_instagram,social_twitter,social_tiktok,social_linkedin,social_youtube,status,ranking_tier,source,scrape_date,last_synced_at
Anette Pohths,Plants & Garden,plants_garden,plants-and-garden,"Easton, Bristol BS5 0LN, UK",bristol,easton,anette-pohths,51.466383,-2.5671997,,,,https://maps.google.com/?cid=18403949265696466985,,,,,,,ChIJK80TXD-OcUgRKSgmTln2Z_8,"{""establishment"",""point_of_interest""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:23:51
Collecteco,Plants & Garden,plants_garden,plants-and-garden,"Easton Business Centre, Felix Rd, Easton, Bristol BS5 0HE, UK",bristol,easton,collecteco,51.4620862,-2.56749,0117 244 3777,https://www.collecteco.co.uk/,,https://maps.google.com/?cid=17896093504318384795,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEyytddp0n_utcB-Wg_ztkHikjbQg_mheE__tE_ZTn_zSQFzQA4qzey4Z1ws8vGCP1_hSArUA1prZGdXAeBft87Di-qVtf2kI6TZv_AsQFH48fG0OQAQU8wWsOamSPZCkYL8DB0T6V6Df8xTjleRoWpMux08Q-vjUUXNnOOG-1-bE-PkDwH7Pmm46DLHRkyU4TH1VfqhFDNCH9brjAiLSE7dSqprzdwWVz96dT5_ftpbOd0dQVDb-V-hALZWLKiXbCgwvnQh4RcZ0YHzsjApGTYZmXNnn3usR94hYyt98cZew&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEyytddp0n_utcB-Wg_ztkHikjbQg_mheE__tE_ZTn_zSQFzQA4qzey4Z1ws8vGCP1_hSArUA1prZGdXAeBft87Di-qVtf2kI6TZv_AsQFH48fG0OQAQU8wWsOamSPZCkYL8DB0T6V6Df8xTjleRoWpMux08Q-vjUUXNnOOG-1-bE-PkDwH7Pmm46DLHRkyU4TH1VfqhFDNCH9brjAiLSE7dSqprzdwWVz96dT5_ftpbOd0dQVDb-V-hALZWLKiXbCgwvnQh4RcZ0YHzsjApGTYZmXNnn3usR94hYyt98cZew&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 8:00 AM – 6:00 PM | Tuesday: 8:00 AM – 6:00 PM | Wednesday: 8:00 AM – 6:00 PM | Thursday: 8:00 AM – 6:00 PM | Friday: 8:00 AM – 6:00 PM | Saturday: Closed | Sunday: Closed,4,3,ChIJMSiWFEGOcUgRm6oSgDmyW_g,"{""establishment"",""furniture_store"",""home_goods_store"",""point_of_interest"",""store""}",independent,,,,,https://www.linkedin.com/company/collecteco-ltd,,pending,standard,Google Places,2026-04-11,2026-04-11 16:23:53
M B Construction Bristol Ltd,Plants & Garden,plants_garden,plants-and-garden,"178 Lawnwood Rd, Easton, Bristol BS5 0EF, UK",bristol,easton,m-b-construction-bristol-ltd,51.46123970000001,-2.5667506,0117 955 9966,http://mbconstructionservices.co.uk/,,https://maps.google.com/?cid=8149839278324796082,,,,,1,1,ChIJpTGBskaOcUgRskoT2aQLGnE,"{""establishment"",""point_of_interest""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:23:53
DBS Estate Services Ltd,Plants & Garden,plants_garden,plants-and-garden,"66 Felix Rd, Easton, Bristol BS5 6EY, UK",bristol,easton,dbs-estate-services-ltd,51.4635038,-2.5680088,0844 330 6014,http://www.dbsestates.com/,,https://maps.google.com/?cid=5590017334267914381,,,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,3,3,ChIJ4Y8i40COcUgRjahQ-SW7k00,"{""establishment"",""lodging"",""point_of_interest""}",independent,https://www.facebook.com/tr,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:23:54
Boardwalk Property Co. - Easton Office,Plants & Garden,plants_garden,plants-and-garden,"Easton Business Centre, Felix Rd, Easton, Bristol BS5 0HE, UK",bristol,easton,boardwalk-property-co-easton-office,51.4638438,-2.5679866,0117 989 8238,https://www.boardwalkpropertyco.com/,,https://maps.google.com/?cid=4961146887821370069,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHLA55AySNhpLE3bhtq2UYKXotUVVINPTKeYRF7bU8eZLjdRdGEyZm19WK4rcS1G-DtOff3P4XN2WY_K-V6AXcpeeJaZAnGYh7w3mZVA7B2x6DLKzqpLmJfXMy9S9jvunC-M-QAqQaTUBvklJdJgYYpVXw2Bgq697q14h2_Dm6OxSuMDRb0hTYremXGEBquYvQx4tCFfYheJxgdZlHEdge8H8UzYeG8-OpcVwOm7PqJJDakrfqo2VeezofjC8AJuf-r0j5TbZeZXRFmQfT-GH-b6j1KIfApbLtnrQyVGZVIGQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHLA55AySNhpLE3bhtq2UYKXotUVVINPTKeYRF7bU8eZLjdRdGEyZm19WK4rcS1G-DtOff3P4XN2WY_K-V6AXcpeeJaZAnGYh7w3mZVA7B2x6DLKzqpLmJfXMy9S9jvunC-M-QAqQaTUBvklJdJgYYpVXw2Bgq697q14h2_Dm6OxSuMDRb0hTYremXGEBquYvQx4tCFfYheJxgdZlHEdge8H8UzYeG8-OpcVwOm7PqJJDakrfqo2VeezofjC8AJuf-r0j5TbZeZXRFmQfT-GH-b6j1KIfApbLtnrQyVGZVIGQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:00 AM – 5:30 PM | Tuesday: 9:00 AM – 5:30 PM | Wednesday: 9:00 AM – 5:30 PM | Thursday: 9:00 AM – 5:30 PM | Friday: 9:00 AM – 5:30 PM | Saturday: 9:00 AM – 2:00 PM | Sunday: Closed,4.8,43,ChIJq6pqE0GOcUgR1aIgJ8-I2UQ,"{""establishment"",""point_of_interest""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:23:54
The Bristol and West Progressive Jewish Congregation,Plants & Garden,plants_garden,plants-and-garden,"43, 47 Bannerman Rd, Easton, Bristol BS5 0RR, UK",bristol,easton,the-bristol-and-west-progressive-jewish-congregation,51.4627849,-2.5667407,0117 403 3456,http://bwpjc.org/,,https://maps.google.com/?cid=8543425116644870423,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHECQ4j-QU11HvXoznI_9qMiV3mwE9i3vsbg5Az0C5bbMzUGNCWs7YOUGYE7IKqZDBKxhollt1Y1wQdnJ18v0Z7U0ZW5fUMCtISO-jZkiXZeUq-4BDFRDWe9B-GQyS8NA0IhLy08ZJRBQzFCBu0LC6sgJmnKNolGrCcgNbiLF7YgYZ8Wvs1HIA_p0pGkBxpVGaY1G7ATg2xQpEqmTyMHJILQpvGUKOE_xs5LgYvqhVomCRY_t4WnVFeB-dfcx8UKucBgoqh6ZE_mGhLzIF07_eKz7NRfORFBhGeqtY-hBvUxAASzodPiPZUB5xpl4ziITmX4nBqf8Qud_yr1EfuiECBHAEgjQCogSDWOVF9n61NwJ1gz0qm4RmQ43M1qDPWX_kBDhl4V6YBLema2xBPc8S-khQqdg1II2SvwEBjMvDvTg&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHECQ4j-QU11HvXoznI_9qMiV3mwE9i3vsbg5Az0C5bbMzUGNCWs7YOUGYE7IKqZDBKxhollt1Y1wQdnJ18v0Z7U0ZW5fUMCtISO-jZkiXZeUq-4BDFRDWe9B-GQyS8NA0IhLy08ZJRBQzFCBu0LC6sgJmnKNolGrCcgNbiLF7YgYZ8Wvs1HIA_p0pGkBxpVGaY1G7ATg2xQpEqmTyMHJILQpvGUKOE_xs5LgYvqhVomCRY_t4WnVFeB-dfcx8UKucBgoqh6ZE_mGhLzIF07_eKz7NRfORFBhGeqtY-hBvUxAASzodPiPZUB5xpl4ziITmX4nBqf8Qud_yr1EfuiECBHAEgjQCogSDWOVF9n61NwJ1gz0qm4RmQ43M1qDPWX_kBDhl4V6YBLema2xBPc8S-khQqdg1II2SvwEBjMvDvTg&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,4.7,13,ChIJCXnuJEGOcUgRF4nE6uBXkHY,"{""establishment"",""place_of_worship"",""point_of_interest"",""synagogue""}",independent,https://www.facebook.com/bwpjc,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:23:55
Envirodec,Plants & Garden,plants_garden,plants-and-garden,"Easton Business Centre, 48 Felix Rd, Easton, Bristol BS5 0HE, UK",bristol,easton,envirodec,51.4633309,-2.5686124,0117 941 5370,http://helloenvirodec.com/,info@helloenvirodec.com,https://maps.google.com/?cid=6811436841623949926,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGs9m1Bb2A2BarONvNt7j0s6oNwkIcxRO_vf-8tW1sessiF0S2jknmHgfNeK8S_SZnSsEc-m6Bs00TUHCJTYOXQ0m0QSXqL9ixMfrs_XES3wCoiLA3Gmcy9Mjz3fw_nLOF5H40XZyuLADTn4l4pMniaKAY8a-bzHq9EVUUGxgaEKYTl5OTFDfG5rII9znkcYkNAc2CmeC1UsXQQ3dMB8I_yJ5Tefs98zn6_G91bUWQmDA3fPJgcaZuVS_PPv5MeQWIkIVdU8X3RjDLbce9Iz9-ESO5Yu83ujlJm8Q6rM9vi4A&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGs9m1Bb2A2BarONvNt7j0s6oNwkIcxRO_vf-8tW1sessiF0S2jknmHgfNeK8S_SZnSsEc-m6Bs00TUHCJTYOXQ0m0QSXqL9ixMfrs_XES3wCoiLA3Gmcy9Mjz3fw_nLOF5H40XZyuLADTn4l4pMniaKAY8a-bzHq9EVUUGxgaEKYTl5OTFDfG5rII9znkcYkNAc2CmeC1UsXQQ3dMB8I_yJ5Tefs98zn6_G91bUWQmDA3fPJgcaZuVS_PPv5MeQWIkIVdU8X3RjDLbce9Iz9-ESO5Yu83ujlJm8Q6rM9vi4A&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 8:00 AM – 5:00 PM | Tuesday: 8:00 AM – 5:00 PM | Wednesday: 8:00 AM – 5:00 PM | Thursday: 8:00 AM – 5:00 PM | Friday: 8:00 AM – 5:00 PM | Saturday: 8:00 AM – 5:00 PM | Sunday: 8:00 AM – 5:00 PM,4.8,24,ChIJMSiWFEGOcUgRZhIBC7gVh14,"{""establishment"",""painter"",""point_of_interest""}",independent,https://www.facebook.com/helloenvirodec,https://www.instagram.com/envirodec_bristol,https://twitter.com/Envirodec,,https://www.linkedin.com/company/envirodec,,pending,standard,Google Places,2026-04-11,2026-04-11 16:23:58
Light & Airey Cleaning Services Ltd,Plants & Garden,plants_garden,plants-and-garden,"52, Easton Business Centre, Felix Rd, Easton, Bristol BS5 0HE, UK",bristol,easton,light-airey-cleaning-services-ltd,51.4625284,-2.5680934,0117 325 0883,http://www.lightandairey.co.uk/,,https://maps.google.com/?cid=7628683817556306534,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGhJgDu3vRO7XJld_om3IGA7Zw5Uo5QkIx32O1ox6IMsPVSWlI731M__1VwIEoBNaIujT0qmWh8eGcLVN6wRd1GHrkp5pP1kunzV66WtQf8KMYb15pwkUgM2K7oijRJJijk0e-mQkHQabCGEY9iqv6Mlp2wGzbTCJ9OPCQRCNu0mpgrs91WlOhNHjkMRyX_fdSILYLmqcWn-PPKscM-r6bGCJ3KksP71RQ_joA_4FaTbQuQ3J5P4-wyzdSRCaSdkgKTND5GoxErgP96-VPwvLocqZmtYmRDEQlSTS-4v77Y_A&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGhJgDu3vRO7XJld_om3IGA7Zw5Uo5QkIx32O1ox6IMsPVSWlI731M__1VwIEoBNaIujT0qmWh8eGcLVN6wRd1GHrkp5pP1kunzV66WtQf8KMYb15pwkUgM2K7oijRJJijk0e-mQkHQabCGEY9iqv6Mlp2wGzbTCJ9OPCQRCNu0mpgrs91WlOhNHjkMRyX_fdSILYLmqcWn-PPKscM-r6bGCJ3KksP71RQ_joA_4FaTbQuQ3J5P4-wyzdSRCaSdkgKTND5GoxErgP96-VPwvLocqZmtYmRDEQlSTS-4v77Y_A&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,4,12,ChIJDe9rE0GOcUgRZuo2eYOH3mk,"{""establishment"",""point_of_interest""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:23:58
Brunel Stone Masonry,Plants & Garden,plants_garden,plants-and-garden,"Unit 3 St Gabriel's Business Pk, St. Gabriels Rd, Easton, Bristol BS5 0RT, UK",bristol,easton,brunel-stone-masonry,51.46248629999999,-2.5682878,0117 941 3000,http://www.brunelstonemasonry.co.uk/,,https://maps.google.com/?cid=14409101454230026203,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFWl74Bo-Gf_3eNHQcpUb1A_qMXC8NZq9ZUmV-enZP9X3DJNx0aMYjkwgDBBP7d1u6GAAPQi3DA3a24pb0bfRwD0FtCgr77AxX4qBgiLg23-gPJdXjt7eCGFcJ_uhCU1Q_vJhWScNMRRHy8itoz48Aiah-mIFe9x8_-HW7tyndFsw1Qbpf9I3Ra5HYAxpAnUiq8elHYlRcyphJrRj-PcCIqm2h3bbZK1A9nyL14QGlnauEgZHrdUyl8vQD5_2G_CbG9dnI-_UPyaLylREuSG-ljaQuvh1Q0IZ9SLIyL2l5adA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFWl74Bo-Gf_3eNHQcpUb1A_qMXC8NZq9ZUmV-enZP9X3DJNx0aMYjkwgDBBP7d1u6GAAPQi3DA3a24pb0bfRwD0FtCgr77AxX4qBgiLg23-gPJdXjt7eCGFcJ_uhCU1Q_vJhWScNMRRHy8itoz48Aiah-mIFe9x8_-HW7tyndFsw1Qbpf9I3Ra5HYAxpAnUiq8elHYlRcyphJrRj-PcCIqm2h3bbZK1A9nyL14QGlnauEgZHrdUyl8vQD5_2G_CbG9dnI-_UPyaLylREuSG-ljaQuvh1Q0IZ9SLIyL2l5adA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 8:00 AM – 4:30 PM | Tuesday: 8:00 AM – 4:30 PM | Wednesday: 8:00 AM – 4:30 PM | Thursday: 8:00 AM – 4:30 PM | Friday: 8:00 AM – 4:30 PM | Saturday: Closed | Sunday: Closed,4.8,32,ChIJ8TYXsnKOcUgR2_fxD25p98c,"{""establishment"",""general_contractor"",""point_of_interest""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:23:59
Action For Children,Plants & Garden,plants_garden,plants-and-garden,"53, Easton Business Centre, Felix Rd, Easton, Bristol BS5 0HE, UK",bristol,easton,action-for-children,51.462352,-2.567991,,http://www.actionforchildren.org.uk/,,https://maps.google.com/?cid=11649904758645965037,,,,,5,2,ChIJVfUEDkGOcUgR7cA5dqfGrKE,"{""establishment"",""point_of_interest""}",independent,https://www.facebook.com/ActionforChildren,https://www.instagram.com/actionforchildrenuk,https://twitter.com/actnforchildren,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:23:59
Refugee Women of Bristol,Plants & Garden,plants_garden,plants-and-garden,"42, Easton Business Centre, Felix Rd, Easton, Bristol BS5 0HE, UK",bristol,easton,refugee-women-of-bristol,51.462352,-2.567991,0117 941 5867,http://refugeewomenofbristol.org.uk/,,https://maps.google.com/?cid=9600032175215758962,,,,Monday: 9:00 AM – 3:00 PM | Tuesday: 9:00 AM – 3:00 PM | Wednesday: 9:00 AM – 3:00 PM | Thursday: 9:00 AM – 3:00 PM | Friday: 9:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed,5,4,ChIJVfUEDkGOcUgRck4OdGYqOoU,"{""establishment"",""point_of_interest""}",independent,https://www.facebook.com/RWoBristol,,https://twitter.com/rwobristol,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:01
Staple Sisters Upholstery,Plants & Garden,plants_garden,plants-and-garden,"Unit 8, Bannerman Buildings, Bannerman Rd, Easton, Bristol BS5 0RR, UK",bristol,easton,staple-sisters-upholstery,51.4624922,-2.5662093,07748 486747,http://staplesisters.com/,,https://maps.google.com/?cid=7292933004591449635,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEH3DNirvHM6rHJFFiqWlFA6aHPLm0VWBYNu8sza-109NC23qKnjBeFAasNSItaQvf69uoNpxyf6QeeA3SzwvnCDnDpggVXV9Z4XJ1XP0EOC1o5y_ZQaNJUPvIvlFOhFHHRCBPtjSgcEcA9Dotg2GRojCKr23hiekmAa5rXqE_oNdkeOIdEWIuaDd6djqGp44QtOPJaH9A42ObMk5OrfsDv_Rn9Z775MYUd_s1MVoDZ939f6pbZXEUZgyWoZt3OxCrFVLM57uA15mrTehwLdXOdwTGIYP9qADAlmsy2mr7j2ZA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEH3DNirvHM6rHJFFiqWlFA6aHPLm0VWBYNu8sza-109NC23qKnjBeFAasNSItaQvf69uoNpxyf6QeeA3SzwvnCDnDpggVXV9Z4XJ1XP0EOC1o5y_ZQaNJUPvIvlFOhFHHRCBPtjSgcEcA9Dotg2GRojCKr23hiekmAa5rXqE_oNdkeOIdEWIuaDd6djqGp44QtOPJaH9A42ObMk5OrfsDv_Rn9Z775MYUd_s1MVoDZ939f6pbZXEUZgyWoZt3OxCrFVLM57uA15mrTehwLdXOdwTGIYP9qADAlmsy2mr7j2ZA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,ChIJs5wOJUGOcUgRI0Zlle2zNWU,"{""establishment"",""furniture_store"",""home_goods_store"",""point_of_interest"",""store""}",independent,https://www.facebook.com/staplesistersupholstery,https://www.instagram.com/staple_sisters_upholstery,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:05
Lowlands Website Design,Plants & Garden,plants_garden,plants-and-garden,"Unit 8, Bannerman Buildings, 8-10 Bannerman Rd, Easton, Bristol BS5 0RR, UK",bristol,easton,lowlands-website-design,51.462241,-2.5664935,07968 149256,https://www.lowlandswebsitedesign.co.uk/,hello@lowlandswebsitedesign.co.uk,https://maps.google.com/?cid=5924025182383389415,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEH0hjJcyu4yyMoap_JitZPdxiC4NzbJdnbhvjWsXt3PGff4nIkBFtNMoqU-uI7mKC1YH-pC23-GD1QJzSb7djQDcloRjR0pl3koQIhXGLouuUjdA8JvJvYXE29-_PhTlLYCzQcGu264DVFLALcC0YCaq9oWOEjLh8ujU_CUn90XDkTM2KUQhqYNzXQu4LTQhN2SQs6PTXKKBYTqOllf-ZksKURZNEanMGGQlKyFaq65LpiAhRmRdAZ7wsrvuFM7llT0V42ebY2kKirVMdVqbM9Vo9hLRq6ntyW59WaDaduYaQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEH0hjJcyu4yyMoap_JitZPdxiC4NzbJdnbhvjWsXt3PGff4nIkBFtNMoqU-uI7mKC1YH-pC23-GD1QJzSb7djQDcloRjR0pl3koQIhXGLouuUjdA8JvJvYXE29-_PhTlLYCzQcGu264DVFLALcC0YCaq9oWOEjLh8ujU_CUn90XDkTM2KUQhqYNzXQu4LTQhN2SQs6PTXKKBYTqOllf-ZksKURZNEanMGGQlKyFaq65LpiAhRmRdAZ7wsrvuFM7llT0V42ebY2kKirVMdVqbM9Vo9hLRq6ntyW59WaDaduYaQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:30 AM – 4:30 PM | Tuesday: 9:30 AM – 4:30 PM | Wednesday: 9:30 AM – 4:30 PM | Thursday: 9:30 AM – 4:30 PM | Friday: 9:30 AM – 4:30 PM | Saturday: Closed | Sunday: Closed,,,ChIJq3PHErZ_cUgR5zpuPIRdNlI,"{""establishment"",""point_of_interest""}",independent,,,,,https://www.linkedin.com/in/anna-o-brien-2a23b64a,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:06
Compass Lawyers Ltd,Plants & Garden,plants_garden,plants-and-garden,"Easton Business Centre, Felix Rd, Easton, Bristol BS5 0HE, UK",bristol,easton,compass-lawyers-ltd,51.4620862,-2.56749,0117 325 2880,,,https://maps.google.com/?cid=18356067545049205120,,,,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,,,ChIJMSiWFEGOcUgRgAm8dy3avf4,"{""establishment"",""point_of_interest""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:06
"Ruhid Accountancy, Bristol",Plants & Garden,plants_garden,plants-and-garden,"Easton Business Centre, Felix Rd, Easton, Bristol BS5 0HE, UK",bristol,easton,ruhid-accountancy-bristol,51.4620862,-2.56749,0117 941 5311,http://www.ruhid-accountancy.co.uk/,,https://maps.google.com/?cid=16202053350494250045,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHA9G-GvdXnxIzOST2qXoGFxBaY5v4J8F5YWg0LsZNh4HgjRs7x8k9LHFOgTQTOjMRqT8YGtnua9JpRHgckBqN_o6a_ks2r5tyRIbqbBXODXmikthgOcj1eJU-L-WZgH4mIjduiMNt9AOacOndRImGfYEXRnrSXMbA3kc3U6AZuQkKAy5knP3DSkKg80d1b60oNmf8CXMLNJVp_hbyzFcWUTLqnsqJXNRKxaxHElfjFvNoi73xdqTmZAzBp7qEOHGLRXDHZdob0gsMNWsvoH3cQgtjezbmSSORyUdCXHYTlHQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHA9G-GvdXnxIzOST2qXoGFxBaY5v4J8F5YWg0LsZNh4HgjRs7x8k9LHFOgTQTOjMRqT8YGtnua9JpRHgckBqN_o6a_ks2r5tyRIbqbBXODXmikthgOcj1eJU-L-WZgH4mIjduiMNt9AOacOndRImGfYEXRnrSXMbA3kc3U6AZuQkKAy5knP3DSkKg80d1b60oNmf8CXMLNJVp_hbyzFcWUTLqnsqJXNRKxaxHElfjFvNoi73xdqTmZAzBp7qEOHGLRXDHZdob0gsMNWsvoH3cQgtjezbmSSORyUdCXHYTlHQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:00 AM – 4:00 PM | Tuesday: 9:00 AM – 4:00 PM | Wednesday: 9:00 AM – 4:00 PM | Thursday: 9:00 AM – 4:00 PM | Friday: 9:00 AM – 4:00 PM | Saturday: Closed | Sunday: Closed,,,ChIJMSiWFEGOcUgRPSQjHK5B2eA,"{""accounting"",""establishment"",""finance"",""point_of_interest""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:17
FireBee Industrial Ltd,Plants & Garden,plants_garden,plants-and-garden,"Easton Business Centre, Felix Rd, Easton, Bristol BS5 0HE, UK",bristol,easton,firebee-industrial-ltd,51.4620862,-2.56749,0141 404 7520,,,https://maps.google.com/?cid=15223917094676695107,,,,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,,,ChIJMSiWFEGOcUgRQ4gzFvA3RtM,"{""establishment"",""point_of_interest""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:17
Auriga Energy Ltd,Plants & Garden,plants_garden,plants-and-garden,"Unit 54, Easton Business Centre, Felix Rd, Easton, Bristol BS5 0HE, UK",bristol,easton,auriga-energy-ltd,51.46208240000001,-2.567647,0117 941 5340,http://www.auriga-energy.com/,,https://maps.google.com/?cid=17252175940166470717,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEume-tsaPnuf2xYwK2XYhFl-_oz0aGSKv_aVsjX8ZP2hhQX_V54DHp20RFqZ5m1Nuc4rqVlfBlceV1XkVLQYQnrBVZMbwEWDNceRXscuGQLQSEQV-T25AvlDP_p9rAiYO1kVv6V5tZmDM8xvML0LDI5D1iISyurnSVPZwLqWUur9RCnGKwLvW_8rL1GSRiJ1vPJgr-osShEIwpjCvP9mNl-DDiaeHmH-WpYHBFC7ihTcclS5h8rBgLCXd7uBvomWv-s458qLbeTrVz5q0Z48G-qpgjH46WgUKXXaqepmQSGg&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEEume-tsaPnuf2xYwK2XYhFl-_oz0aGSKv_aVsjX8ZP2hhQX_V54DHp20RFqZ5m1Nuc4rqVlfBlceV1XkVLQYQnrBVZMbwEWDNceRXscuGQLQSEQV-T25AvlDP_p9rAiYO1kVv6V5tZmDM8xvML0LDI5D1iISyurnSVPZwLqWUur9RCnGKwLvW_8rL1GSRiJ1vPJgr-osShEIwpjCvP9mNl-DDiaeHmH-WpYHBFC7ihTcclS5h8rBgLCXd7uBvomWv-s458qLbeTrVz5q0Z48G-qpgjH46WgUKXXaqepmQSGg&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,Monday: 9:00 AM – 5:00 PM | Tuesday: 9:00 AM – 5:00 PM | Wednesday: 9:00 AM – 5:00 PM | Thursday: 9:00 AM – 5:00 PM | Friday: 9:00 AM – 5:00 PM | Saturday: Closed | Sunday: Closed,,,ChIJMSiWFEGOcUgRPcwplJwKbO8,"{""establishment"",""point_of_interest""}",independent,,,,,,,pending,standard,Google Places,2026-04-11,2026-04-11 16:24:18
