osm_id,name,category,category_key,category_slug,address,city_slug,area_slug,business_slug,latitude,longitude,phone,website,email,opening_hours,google_maps_url,photo_url,image_url,google_summary,google_rating,google_review_count,google_place_id,tags,chain_flag,social_facebook,social_instagram,social_twitter,social_tiktok,social_linkedin,social_youtube,wikidata_id,fsa_rating,fsa_hygiene_score,fsa_establishment_id,status,ranking_tier,source,scrape_date,last_synced_at
node/7817700259,Paprika,Food & Produce,food_produce,food-and-produce,"16-18 Gilda Parade, Bristol, BS14 9HY",bristol,whitchurch,paprika,51.4136978,-2.5600046,,,,,,,,,,,,"{""restaurant"",""indian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/7817700261,Spar,Food & Produce,food_produce,food-and-produce,"12 Gilda Parade, Bristol, BS14 9HY",bristol,whitchurch,spar,51.4138443,-2.560038,,https://www.spar.co.uk/store-locator/awl26862-spar-gilda-parade,,,,,,Dutch multinational retail chain and franchise brand,,,,"{""convenience""}",independent,,,,,,,Q610492,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/4904868721,Cloisters,Food & Produce,food_produce,food-and-produce,,,,cloisters,51.441514,-2.56065,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/4927525625,KPR convenience store,Food & Produce,food_produce,food-and-produce,"20 Kensington Park Road, Bristol, BS4 3HP",bristol,brislington,kpr-convenience-store,51.4360776,-2.5573783,,,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/9256649118,Beats Street food party (Bristol eats),Food & Produce,food_produce,food-and-produce,,,,beats-street-food-party-bristol-eats,51.4430612,-2.5675415,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/3683487308,Bellevue Convenience Store,Food & Produce,food_produce,food-and-produce,"26 Bellevue Park, Bristol, BS4 4JR",bristol,brislington,bellevue-convenience-store,51.4359564,-2.5483582,,https://www.premier-stores.co.uk/our-stores/bellevue-stores,,06:00-22:00,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/13563276201,L'oro di Napoli - Pizzeria & Trattoria,Food & Produce,food_produce,food-and-produce,"3 Birchwood Road, BS4 4QH",,,loro-di-napoli-pizzeria-trattoria,51.4484988,-2.5418437,+44 117 301 8938,,,"Sa 12:00-14:30, 17:00-21:00; Su 12:00-21:00; Tu-Fr 17:00-22:00",,,,,,,,"{""restaurant"",""italian_pizza""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/1386051923,No. 4,Food & Produce,food_produce,food-and-produce,"4 Rodney Place, Bristol, BS8 4HY",bristol,,no-4,51.4555718,-2.6198581,+44 117 9735422,http://www.numberfourrestaurant.co.uk/,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/4585598405,Botanica,Food & Produce,food_produce,food-and-produce,Victoria Square Hotel Clifton Road,,,botanica,51.4553023,-2.6152704,,,,,,,,,,,,"{""restaurant"",""italian""}",independent,,,,,,,Q4095087,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/853556896,Caffe Clifton,Food & Produce,food_produce,food-and-produce,,,,caffe-clifton,51.4587343,-2.6110204,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/4375465482,Racks,Food & Produce,food_produce,food-and-produce,"Clifton Hotel Saint Pauls Road, Bristol, BS8 1LX",bristol,clifton,racks,51.4587718,-2.6109288,+44 117 9741626,http://www.racks-bristol.co.uk/,,,,,,,,,,"{""restaurant""}",independent,https://www.facebook.com/RacksBristol,,@RacksBristol,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/4484476589,Mi Estilo,Food & Produce,food_produce,food-and-produce,,,,mi-estilo,51.4592066,-2.6109863,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/11610244769,Saucy Dough,Food & Produce,food_produce,food-and-produce,,,,saucy-dough,51.4525812,-2.6034284,,https://www.saucy-dough.com/,,Tu-Sa 10:00-18:00,,,,,,,,"{""restaurant"",""hungarian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/11670174843,Square Club,Food & Produce,food_produce,food-and-produce,,,,square-club,51.4553396,-2.6065951,,,,,,,,Dining club in Edwardian London,,,,"{""restaurant""}",independent,,,,,,,Q7582004,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/12375791342,My Burrito,Food & Produce,food_produce,food-and-produce,"Waverley House Cathedral Walk, Bristol, BS1 5LW",bristol,city-centre,my-burrito,51.4495064,-2.6027411,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/12959516233,Broken Dock,Food & Produce,food_produce,food-and-produce,"Millennium Promenade, Bristol, BS1 5SY",bristol,,broken-dock,51.449585,-2.6057055,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/12959516246,Harbour Hub,Food & Produce,food_produce,food-and-produce,"Lime Kiln Road, Bristol, BS1 5AU",bristol,city-centre,harbour-hub,51.4499095,-2.6060658,,,,"Mo-Th 12:00-22:00; Fr,Sa 09:00-22:00; Su 09:00-21:00",,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/12959516255,Restore,Food & Produce,food_produce,food-and-produce,,,,restore,51.449892,-2.6063525,,,,,,,,"Nonprofit organization in London, United Kingdom",,,,"{""deli""}",independent,,,,,,,Q52851423,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/12961242030,Steak of the Art,Food & Produce,food_produce,food-and-produce,"Balmoral House Cathedral Walk, Bristol, BS1 5LW",bristol,city-centre,steak-of-the-art,51.4496316,-2.6030011,,,,,,,,,,,,"{""restaurant"",""steak_house""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/12961242059,PizzaExpress,Food & Produce,food_produce,food-and-produce,"Building 8 Explore Lane, Bristol, BS1 5TY",bristol,city-centre,pizzaexpress,51.4499452,-2.6022227,,https://www.pizzaexpress.com/bristol-harbourside,,,,,,Restaurant group mainly in the United Kingdom,,,,"{""restaurant"",""pizza""}",independent,,,,,,,Q662845,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/12961242061,Tesco Express,Food & Produce,food_produce,food-and-produce,"Canons Way, Bristol, BS1 5JZ",bristol,city-centre,tesco-express,51.4499169,-2.6028876,,https://www.tesco.com/store-locator/bristol/7-millennium-parade,,,,,,Brand for smaller convenience-style Tesco food stores in the UK and in some other countries where Tesco operates,,,,"{""convenience""}",chain,,,,,,,Q98456772,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/13140802663,Hotwells Eatery,Food & Produce,food_produce,food-and-produce,"4 Jacobs Wells Road, Bristol, BS8 1EA",bristol,city-centre,hotwells-eatery,51.45113,-2.6076958,,,info@hotwellseatery.co.uk,"Tu-Fr 08:30-14:00,17:00-23:00; Sa-Su 09:00-14:00,17:00-23:00",,,,,,,,"{""restaurant"",""indian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/4538695029,Hanover Street Bistro,Food & Produce,food_produce,food-and-produce,"Bristol Hippodrome Colston Avenue, Bristol, BS1 4UZ",bristol,city-centre,hanover-street-bistro,51.4530972,-2.5983075,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/5254795218,The Harbourside Market,Food & Produce,food_produce,food-and-produce,"Bristol, BS1 4DA",bristol,,the-harbourside-market,51.4526246,-2.5975738,,,,We-Th 12:00-14:30; Sa-Su 11:00-16:00,,,,,,,,"{""marketplace""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/6122351967,Miller & Carter Steakhouse,Food & Produce,food_produce,food-and-produce,"Marriott Royal Hotel College Green, Bristol, BS1 5TA",bristol,city-centre,miller-carter-steakhouse,51.4516769,-2.5994991,,https://www.millerandcarter.co.uk/restaurants/south-west/millerandcarterbristolcitycentre,,,,,,,,,,"{""restaurant"",""steak_house""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/12421175032,Meet up noodle bar,Food & Produce,food_produce,food-and-produce,,,,meet-up-noodle-bar,51.4531036,-2.5963192,,,,,,,,,,,,"{""restaurant"",""noodle""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/12435832628,Langyu,Food & Produce,food_produce,food-and-produce,"Bristol, BS1 1NA",bristol,,langyu,51.4534729,-2.5957437,,,,,,,,,,,,"{""convenience"",""chinese"",""japanese"",""korean""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/12802207576,Bambalan,Food & Produce,food_produce,food-and-produce,"Beacon Tower Colston Street, Bristol, BS1 4XE",bristol,city-centre,bambalan,51.4544053,-2.5976217,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/12973082089,Za Za Bazaar,Food & Produce,food_produce,food-and-produce,"U Shed Canons Road, Bristol, BS1 5UH, GB",bristol,city-centre,za-za-bazaar,51.450495,-2.5984782,+44 117 9220330,http://www.zazabazaar.com/,enquiries@zazabazaar.com,,,,,,,,,"{""restaurant"",""regional""}",independent,http://www.facebook.com/ZaZaBazaar,,ZaZaBazaar,,,,Q67175730,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/12973154723,Izakaya,Food & Produce,food_produce,food-and-produce,"39-43 College Green, Bristol, BS1 5SH",bristol,city-centre,izakaya,51.4524634,-2.5991253,,,,,,,,,,,,"{""restaurant"",""japanese""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/13043575645,Pho,Food & Produce,food_produce,food-and-produce,"28 Clare Street, Bristol, BS1 1YA, GB",bristol,city-centre,pho,51.4539449,-2.5953749,,https://www.phocafe.co.uk/locations/bristol/,,,,,,,,,,"{""restaurant"",""vietnamese""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/2988644443,M&S Food,Food & Produce,food_produce,food-and-produce,,,,m-s-food,51.4585046,-2.5963784,,https://www.marksandspencer.com/stores/bristol-royal-nhs-hospital-1259,,Mo-Fr 07:00-21:00; Sa 07:00-20:00; Su 09:00-17:00,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/1892330960,Whiteladies Road Farmers' Market,Food & Produce,food_produce,food-and-produce,,,,whiteladies-road-farmers-market,51.4680955,-2.6133877,,,,,,,,,,,,"{""marketplace""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/4636349774,Pepenero,Food & Produce,food_produce,food-and-produce,,,,pepenero,51.4516525,-2.5945044,,,,,,,,,,,,"{""restaurant"",""pizza""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/4741651070,La Lola,Food & Produce,food_produce,food-and-produce,"Glass Arcade Saint Nicholas Street, Bristol, BS1 1JQ",bristol,,la-lola,51.4541726,-2.5934183,,,,,,,,,,,,"{""restaurant"",""spanish""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/5158767921,The Ox,Food & Produce,food_produce,food-and-produce,"43-45 Corn Street, Bristol, BS1 1HT",bristol,city-centre,the-ox,51.4544608,-2.5944729,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/5227261018,Flat Iron Bristol,Food & Produce,food_produce,food-and-produce,"30 Clare Street, Bristol, BS1 1YH",bristol,city-centre,flat-iron-bristol,51.454011,-2.5951138,,https://flatironsteak.co.uk/restaurant/bristol/,,,,,,,,,,"{""restaurant"",""steak_house""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/5492266401,Hot Sauce Emporium,Food & Produce,food_produce,food-and-produce,"Corn Street, Bristol, BS1 1HQ",bristol,city-centre,hot-sauce-emporium,51.454533,-2.5934404,,,,,,,,,,,,"{""deli""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/6708343732,Hoba,Food & Produce,food_produce,food-and-produce,,,,hoba,51.4516096,-2.5943149,,,,,,,,,,,,"{""restaurant"",""kebab""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/9689558217,Bocabar-Finzels,Food & Produce,food_produce,food-and-produce,"1 Hawkins Lane, BS1 6JQ",,,bocabar-finzels,51.4539791,-2.5891427,,https://www.bocabar.co.uk/finzels,,Mo-Th 12:00-23:00; Fr 12:00-24:00; Sa 10:30-24:00; Su off,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/10847736105,Lamaya,Food & Produce,food_produce,food-and-produce,Hawkins Lane,,,lamaya,51.4541718,-2.5893632,,,,Mo-Su 12:00-23:00,,,,,,,,"{""restaurant"",""lebanese""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/12422238998,Red tiger Malaysian Street food,Food & Produce,food_produce,food-and-produce,,,,red-tiger-malaysian-street-food,51.4540274,-2.5930786,,,,,,,,,,,,"{""restaurant"",""asian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/12630418976,Le vignoble,Food & Produce,food_produce,food-and-produce,,,,le-vignoble,51.454243,-2.5894228,,,,"Mo-Th 12:00-23:00; Fr,Sa 12:00-24:00",,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/13101183745,San Carlo,Food & Produce,food_produce,food-and-produce,"44 Corn Street, Bristol, BS1 1HQ",bristol,city-centre,san-carlo,51.4543925,-2.5940627,,,,Tu-Su 12:00-21:00,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/13114852098,Rudy's,Food & Produce,food_produce,food-and-produce,"36-38 Baldwin Street, Bristol, BS1 1NR",bristol,city-centre,rudys,51.4532622,-2.5943528,,https://www.rudyspizza.co.uk/location/bristol/,,,,,,,,,,"{""restaurant"",""pizza""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/13114906356,Pasture Butchers,Food & Produce,food_produce,food-and-produce,"Tannery House St Thomas Street, Bristol, BS1 6ZD",bristol,redcliffe,pasture-butchers,51.4517079,-2.5891006,,https://primebypasture.com/,,,,,,,,,,"{""butcher""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/13114906357,Prime,Food & Produce,food_produce,food-and-produce,"Tannery House St Thomas Street, Bristol, BS1 6ZD",bristol,redcliffe,prime,51.4516748,-2.5890785,,https://primebypasture.com/,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/13114963983,Giuseppe's On The Steps,Food & Produce,food_produce,food-and-produce,"59-63 Baldwin Street, Bristol, BS1 1QZ",bristol,city-centre,giuseppes-on-the-steps,51.4537173,-2.5932649,,https://giuseppesitalianrestaurant.co.uk/,,,,,,,,,,"{""restaurant"",""italian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/13125158252,Tesco Express,Food & Produce,food_produce,food-and-produce,"11-19 Wine Street, Bristol, BS1 2PH",bristol,city-centre,tesco-express,51.4553564,-2.592282,,https://www.tesco.com/store-locator/bristol/prudential-buildings,,Mo-Su 06:00-23:00,,,,,,,,"{""convenience""}",chain,,,,,,,,,,,pending,low,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/13231401367,Adelina Yard,Food & Produce,food_produce,food-and-produce,"Queen Quay Welsh Back, Bristol, BS1 4SL",bristol,city-centre,adelina-yard,51.450437,-2.5925478,,,,,,,,,,,,"{""restaurant""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/13730347393,Bella Vista,Food & Produce,food_produce,food-and-produce,"2b Victoria Street, Bristol, BS1 6BN",bristol,redcliffe,bella-vista,51.4535351,-2.5908047,,,,,,,,,,,,"{""restaurant"",""italian""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/1881624837,Recess,Food & Produce,food_produce,food-and-produce,"Hilton Garden Inn Bristol City Centre Temple Rose Street, Bristol, BS1 6BF",bristol,,recess,51.451431,-2.5851966,,,,Mo-Fr 06:00-22:00; Sa-Su 07:30-22:00,,,,,,,,"{""restaurant"",""regional""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
node/3940436646,McColl's,Food & Produce,food_produce,food-and-produce,"1 Temple Way, Bristol, BS2 0BY",bristol,redcliffe,mccolls,51.4544401,-2.5828401,,https://www.mccolls.co.uk/storelocator/bristol-temple-way/,,,,,,,,,,"{""convenience""}",independent,,,,,,,,,,,pending,standard,OpenStreetMap,2026-04-19,2026-04-19 07:40:05
