osm_id,name,address,latitude,longitude,category,category_key,category_slug,city_slug,area_slug,business_slug,status,chain_flag,ranking_tier,is_featured,phone,email,website,google_maps_url,opening_hours,social_facebook,social_instagram,social_twitter,social_tiktok,social_linkedin,social_youtube,google_place_id,google_summary,google_rating,google_review_count,wikidata_id,fsa_rating,fsa_hygiene_score,fsa_establishment_id,photo_url,image_url,logo_url,show_logo,add_listing_illustration,illustration_status,illustration_url,illustration_source_photo,illustration_generated_at,description,editor_notes,story_draft,founders_story,founders_image,tags,source,scrape_date,last_synced_at
way/292125353,brisnoodles.com,"10a Park Row, Bristol, BS1 5LJ",51.4553193,-2.6004438,Food & Produce,food_produce,food-and-produce,bristol,city-centre,brisnoodlescom,pending,independent,standard,,0117 336 0790,,http://facebook.com/brisnoodles,https://maps.google.com/?cid=6089625382165118145,Monday: 12:00 – 9:30 PM; Tuesday: 12:00 – 9:30 PM; Wednesday: 12:00 – 9:30 PM; Thursday: 12:00 – 9:30 PM; Friday: 12:00 – 9:30 PM; Saturday: 12:00 – 9:30 PM; Sunday: Closed,,,,,,,ChIJhQUx5tmNcUgRwXwnVwWyglQ,,4.5,266,,4,5,1027604,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF-UdavdPNTjB68qjje6hbnAShh3G-bple2nMg_Sxop7voeHuZAJW1w8rNrKTXp-lQqhc_eZDx8gma3XIP9q-YmfV9FW9HjbDJu5ij2SIDcWZLgKfuYWHNqYzAqLFCi9IaVvEWw2GkOQHplPJ6SIIdHWLS6bgISJlHm02xIWBIt9J28XlhT7A9_sRCS_-_0V-rOXpXU6iPzkzpFsyeIyBxToOgvpRrFYhMk6l9rb9Fvsor9w7EwkvMzlrogsC62rHbQCJkMFQEuIrIjo4iB_vgAoDlEKQ51qtMAimW7alKHcLUT8fF5LQpaEotItUMPHxjbnBXL0NIEEgWkaAlAfQvUSMBRyUnhX9aUxc7qQbPgE0dq6MfFCfYyKYM9yNcNqkhyqUZxojMIJMowzxCSbaaAWx23okUwacIu1gsIbwdiPQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant"",""noodle""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/298295115,The River Grille,"Prince Street, Bristol, BS1 4QF",51.4502867,-2.597307,Food & Produce,food_produce,food-and-produce,bristol,city-centre,the-river-grille,pending,independent,standard,,0117 923 0333,,https://www.doylecollection.com/hotels/the-bristol-hotel/dining,https://maps.google.com/?cid=14293857700289973727,"Monday: 6:30 – 10:00 AM, 12:30 – 9:30 PM; Tuesday: 6:30 – 10:00 AM, 12:30 – 9:30 PM; Wednesday: 6:30 – 10:00 AM, 12:30 – 9:30 PM; Thursday: 6:30 – 10:00 AM, 12:30 – 9:30 PM; Friday: 6:30 – 10:00 AM, 12:30 – 10:00 PM; Saturday: 7:30 – 11:00 AM, 12:30 – 10:00 PM; Sunday: 7:30 – 11:00 AM, 12:30 – 9:30 PM",,,,,,,ChIJCVT6cdaNcUgR3w3Ep9j7XcY,Modern British dishes made with local ingredients in a vast restaurant with waterside views.,4.5,543,,,,,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFm2qHBNySikLCCr3LGiXYQi7Y5dRmL6CAFQEdqwxmKLvUsAuMhacz2LmmbNd3NC77SyGg0SEPZyv91qRtQ-ShWTzVXTvJoW_Z2WRKUMmafmZgT4ymTvcmUZ_DT3R-ieQtLfx2NescvqiUcfWJkw9Z6mnAVA38t_bJENKtA5LtGROf--bNofScZUVFnnDoUHmfHkeE7ZJskoSsrxnFu6YipMmgYiQwQ86o6w3vtImfZGd9mQDaSE3bG2yh0TN3cuTknaQZboIzCf5AJJaULQJwDQmiKzz0v-2CE3wklYXm72Q&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/300376785,Tikka Flame,"South Shed Anchor Square, Bristol, BS1 5DB",51.4500973,-2.5994142,Food & Produce,food_produce,food-and-produce,bristol,city-centre,tikka-flame,pending,independent,standard,,0117 316 9393,,https://tikkaflamebristol.co.uk/,https://maps.google.com/?cid=169013765480187625,Monday: 3:00 – 10:30 PM; Tuesday: 3:00 – 10:30 PM; Wednesday: 3:00 – 10:30 PM; Thursday: 3:00 – 10:30 PM; Friday: 12:30 – 10:30 PM; Saturday: 12:30 – 10:30 PM; Sunday: 12:30 – 9:00 PM,,,,,,,ChIJSS8AP9GNcUgR6QaZzR91WAI,Glossy contemporary venue with a mezzanine and outdoor terrace serving Indian and Pakistani cuisine.,4.5,1131,,,,,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF5s-e3Ycrb9SHByjhKFAwhySN9qJWdNS1e6YR4GNaQma0bRpETgcPiPKWtKhvOnBVOJY9sUNufTE63bLpz04GGm0Tqrrojsmq9GUE0j1yOiQQHe1fWviwuDP3AEE_S6kGFCGl_iihxWzJOO3cDSOLkVVeCjH2IB6Gy11aF3GtJgoMBOxqPHt5Kvgs_WOdtxd6nwGdnYeEyqwXd2us3PkiyjvIs22TSRDc3WTK2-zCI0ZzwINA9XjjoYb-0ZbjyxEzCGNBEJMz_Nz1C_jDpcG2ynBX0vf54QS0G6vn2U0UuRQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/300376786,Las Iguanas,"South Building Anchor Square, Bristol, BS1 5UH, GB",51.4500186,-2.599689,Food & Produce,food_produce,food-and-produce,bristol,city-centre,las-iguanas,pending,independent,standard,,+44 117 927 6233,,https://www.iguanas.co.uk/restaurants/bristol-harbourside/,https://maps.google.com/?cid=5469367990673635986,Mo-Th 11:00-22:30; Fr-Sa 11:00-23:00; Su 11:00-21:30,,,,,,,ChIJMW1ql9aNcUgRknr-pTUZ50s,Flame-grilled Latin American dishes and shared plates served in a contemporary chain dining room.,4.3,4291,,5,0,312076,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHuanS6u5DY7j-hAK9kiUssY6kBCog-docHWu8qry4jphu-LMSoNhYtxduVtDYAAt49a59KPK7wUby2CJl2-5DJmH5yU2JbbdSvxjN8a7VCvuZpzTZwwG6pnCCnrjQrToEotxdZv_T-usVuAqpMhwxP-2FnvshINFm2-6ZGdCvK_iLTLU1w_4zI_phfbDRxkzfGkswrF_mp37KWmtOXkqQwQ9QBVouE-6v40D7j_Cw2kwmGjg2SGtcunhSkS3kkAr5yfAAsJ3VEhmzvmhenwV93a3ZjhRODyXL2W7lBx0FATw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant"",""mexican""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/329050806,Dhamaka,"15 Clare Street, Bristol, BS1 1XH",51.4539161,-2.5961199,Food & Produce,food_produce,food-and-produce,bristol,city-centre,dhamaka,closed,independent,standard,,07483 330639,,http://www.dhamakadining.co.uk/,https://maps.google.com/?cid=8578949394896851254,Monday: 4:00 – 10:45 PM; Tuesday: 4:00 – 10:45 PM; Wednesday: 4:00 – 10:45 PM; Thursday: 4:00 – 10:45 PM; Friday: 4:00 – 10:45 PM; Saturday: 12:00 – 10:45 PM; Sunday: 12:00 – 10:45 PM,,,,,,,ChIJN1qNGQCNcUgRNhHhfAWNDnc,"Buzzing, late-night eatery serving Indian comfort eats, beer & cocktails in colourful quarters.",4.7,1732,Q26497752,5,5,1426495,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEH2UWSfMgZsm3GYIKw7mBDvIZ5Jx25SO5CgXQOk1Wb1bAVJnbMtgRiSPE4AAU4QeRmA8s3ML8y-D2pWJ-wmFxEpI-Md3yRM0NyI9VVM4lxx8RpvEQiEcCFve9ZDeXmNnn3TLxP7nJ28syUkGLmWT8m1iqfRp_AGKihXSeEqz2Cu-gbUIrehNenBVMKL_619Zta8AyciL5rEZDOu_L9ipuB1QDdmpDgRuzIIYnPbkFXp0wQGfMFRtSTOZeQRV3lN6sk1naPu7sR9nd0DFn7DQ4o-4DJKhX-Qmpu_DrUffmDzEnQ9U-ItFP8hzckR4iJ96P6PIDWuLS7ZfVCM_Aeu2OO878ykvpmq8ouMirYtgQML_JYBeWOnJmvXx5w45pBKnysAp1bn1PLKga_WnO_poe-E32ryth_RO7RrRLR2xndDZQ-M&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant"",""indian""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/329054483,Nihow,"6 Baldwin Street, Bristol, BS1 1SA",51.4533066,-2.5966613,Food & Produce,food_produce,food-and-produce,bristol,city-centre,nihow,pending,independent,standard,,07737 027926,,,https://maps.google.com/?cid=1349414407436548390,Monday: 4:00 PM – 12:00 AM; Tuesday: 12:00 PM – 12:00 AM; Wednesday: 12:00 PM – 12:00 AM; Thursday: 12:00 PM – 12:00 AM; Friday: 12:00 PM – 1:00 AM; Saturday: 12:00 PM – 1:00 AM; Sunday: 12:00 PM – 12:00 AM,,,,,,,ChIJvWyNpUaNcUgRJrkMCkEVuhI,,5,266,,5,0,1727773,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFcWPpgzjaHzpJhsi8ItanYO16jMmlvS5MwU22x2sDEcJjJ4OzrlAsSwyQ-XFEI0NvprlwhvDDZzlOaKdbGE8HHMnGG0bLni6hiwvUFWhMtbrg3akYQOX_ROFJco-EwaR33FanDOtC3SqXnBqiuHkmRHer859lY-l9WvJfC6kZBGMRrmkwd4GEYfKwswdO_lRfFfdu0SBceZkPXFjEN5xLif7892F1JBAOsUOnVA2rfhoe46apHZdQISsBF-_wwLJCtFWAXnqfoOvAzwmnkwwBfMOoGO3rpo_a8cPCJOezVwQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""convenience"",""chinese"",""japanese"",""korean""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/336738640,Rosa's Thai,"Alliance House Baldwin Street, Bristol, BS1 1SA",51.4532437,-2.596281,Food & Produce,food_produce,food-and-produce,bristol,redcliffe,rosas-thai,pending,independent,standard,,0117 462 4003,,https://rosasthai.com/,https://maps.google.com/?cid=2891867044186011654,Monday: 12:00 – 9:30 PM; Tuesday: 12:00 – 9:30 PM; Wednesday: 12:00 – 9:30 PM; Thursday: 12:00 – 9:30 PM; Friday: 12:00 – 10:00 PM; Saturday: 12:00 – 10:00 PM; Sunday: 12:00 – 9:00 PM,,,,,,,ChIJRyhTfZSNcUgRBrhdQsH5ISg,,4.7,2096,,5,5,1765522,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEG1HECBP3AK-m9QXwhpNwA0cTtlXx7fPHT3Fvz2R_ETBuzIKY81m8_soiQ3W0rcMiz8KIGkrJX1ln3_as4t6kkJeWssXGTwI2Cfe50etVtglDIEYBF8q1XWyEVm7i5DEuYNOFd5-wHVD5BaPYYSVa4vU-bw5QzPTu7Fq1tcGHWhkVD3c3LD74mcazE7k5h0tmW8o1nRJOqiZvDu0Ek3Jc2J2LBCi1mxgtcre-6b5v2AHJqFYYVFl2QX4qGyRDaHsEbJc-QYhwZWWN_ygJwC1Wb-UVomsnJHifeslVZqEeSZTQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant"",""thai""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/336738672,The Birkett Tap,"16-24 Baldwin Street, Bristol, BS1 1SE",51.4532117,-2.5955166,Food & Produce,food_produce,food-and-produce,bristol,city-centre,the-birkett-tap,pending,independent,standard,,0117 945 8891,,https://www.crafted-social.co.uk/birkett-tap-bristol,https://maps.google.com/?cid=404749934811306157,Monday: 12:00 – 11:00 PM; Tuesday: 12:00 – 11:00 PM; Wednesday: 12:00 – 11:00 PM; Thursday: 12:00 – 11:00 PM; Friday: 12:00 PM – 12:00 AM; Saturday: 12:00 PM – 1:00 AM; Sunday: 12:00 – 11:00 PM,,,,,,,ChIJH4eHZniOcUgRrVhK1-v1nQU,"Family-friendly Irish pub for breakfast, grills and comfort food, plus live bands and quiz nights.",3.9,721,,AwaitingInspection,,1896945,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF0YcxAUeMEtZL4NEb31rXz2hn-HQWguB2S8r_xcXhlRMoAyG5Uif_QLmBTUqWTDPBPKRObkokBRkSh_R51TrEWTJaJXb1GNcVHpkpkRYDCcHxQ-bWb-ZugoUdFD049rBROdByddWzgJjwBXeA8GaD1IxRlwpwzy19gVpscgymQlu2TBHfxgtNaFYq1oKK6JqW9tIoFfcX69BQ8bMcUvRCYKhID9JvE3kxVO7hR-eXYoRMF-cFvL2W5rEoWQpjIl3bGLtaR9R9tAbsAHRGICnvJt7dTJ-cBP3fXE3YhwAmqqQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/380874334,Sergio's,"1-3 Frogmore Street, Bristol, BS1 5NA",51.4535628,-2.6011083,Food & Produce,food_produce,food-and-produce,bristol,city-centre,sergios,pending,independent,standard,,0117 929 1413,,https://sergios.co.uk/,https://maps.google.com/?cid=7786441902781250088,"Mo,Tu,Th-Sa 17:30-23:00",,,,,,,ChIJ1QFXSNeNcUgRKDp-_6f_Dmw,"Warmly lit, family-run Italian restaurant with colourful decor, open for lunch & dinner.",3.9,448,,5,5,386079,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHIJjjQRsirKvxBUBXkhsgGMTr39FUAFikA5MiiUpoDTXTmGMqHz-inl88T8YxaD0mX7nqRULdphRvJ1UPHCCGhUXrqrhXpHIriXEMFoVFYE-RsjOiuI5JBfp77AgvNxG27EZhmyXvGUmquYlULoLYl3p9FbAvexjQF2BMlnYKG6RHX3TYaahJfcH5d5Tupp5i4rUyUQUld2ip6ZmdAk3tp1XH2Fv1QgWgB9IAxpixIPIBkrr3x68rL_pzPPQos14et-6fSouSo32sG2XYXeuaV7VEmAAuyYVAnjOulYarwTA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant"",""italian""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/393905848,Cow & Sow,"63 Queen Square, Bristol, BS1 4JZ",51.4512392,-2.5960268,Food & Produce,food_produce,food-and-produce,bristol,city-centre,cow-sow,pending,independent,standard,,+44 117 472 5555,bristol@thecowandsow.co.uk,https://www.thecowandsow.co.uk/,https://maps.google.com/?cid=3212098217176895532,Monday: 12:00 – 10:00 PM; Tuesday: 12:00 – 10:00 PM; Wednesday: 12:00 – 10:00 PM; Thursday: 12:00 – 10:00 PM; Friday: 12:00 – 10:00 PM; Saturday: 12:00 – 10:00 PM; Sunday: 12:00 – 8:00 PM,,,,,,,ChIJz1RTXBKNcUgRLJB-Yk-qkyw,,4.7,1405,,5,5,1541942,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGCyuKZCHJA57emj_EVlyA7TivcWxK_5FPDsXc3HjUWLZ2IFlWrYo1L90Xh4KdzINMfSvQ9H4VBzRCtVnA6efqLvSQ3cSjELra94eJzOTJO5OaURIF8k8xV8-d5bsUcn4s4k_8wo5G6shQIKZ25-m-ONKTAG9KoZfmysQZIC6eLNa-hWYLH0hD00Kzj4BTRa-wZ5ebAVmOZfYBJ8bTI70J3NOeKjU1gqMJAD_4lZnIrPbiZrwf9u2GbwtGaE8R3zdPk77k4LYbi8PEvXCjbL5aplswUMVr-b7LXWMCXpcJ8Z1x4Wk5t2rsa7KqPaaQwEW2lV3FaEbT-EZ0b9CyuzikKbLVUC2YgcAJlHiQQmmxrvfELrkiBOiak6VfW7zuJho-fSBBx7QhAkJlXZOTOmFzG2XJSg1QqJJfks5DY6sqcUw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant"",""meat""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/436318796,Fluffy Fluffy,"8 Park Street, Bristol, BS1 5HR, GB",51.453524,-2.6012415,Food & Produce,food_produce,food-and-produce,bristol,brandon-hill,fluffy-fluffy,pending,independent,standard,,,,http://fluffyfluffy.co.uk/,https://maps.google.com/?cid=12076278477213479787,Monday: 11:00 AM – 9:00 PM; Tuesday: 11:00 AM – 9:00 PM; Wednesday: 11:00 AM – 9:00 PM; Thursday: 11:00 AM – 9:00 PM; Friday: 11:00 AM – 10:00 PM; Saturday: 10:00 AM – 10:00 PM; Sunday: 10:00 AM – 10:00 PM,,,,,,,ChIJV02yqtiNcUgRazMBy0qPl6c,,4.5,984,,,,,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHI92kFseymp5n-NxpM0gfGu40y-_Xo3IjRGq3BMLSIu_0GATFiTaV6WjTSZQgeHwKAWGZhsorhiui9_MUAVXSneh0Ai-Jhh2IQmD8gaHd6O256RqHil8eBMkHCjXzGLiCG-gd-tS7IoB2cIcQInObzHfyJJQIABc1NvZvifxrDRQk9hx_PImdTTZdbwkpBXWRq5c_tlcoat74-CPE3i9F-ncNjHv6B8QiBltnGesOuVm2x3sH8L6db4r3tHZgMPnVkOL2bqhih_OZN3P_AA2mQVgWzDGKle_v4leogvZv3cw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant"",""dessert""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/468150397,4500 Miles from Delhi,"8-10 Colston Avenue, Bristol, BS1 4ST",51.4540454,-2.5964042,Food & Produce,food_produce,food-and-produce,bristol,broadmead,4500-miles-from-delhi,pending,independent,standard,,0117 929 2224,,http://4500milesdelhi.co.uk/,https://maps.google.com/?cid=9598641819278326610,Monday: 1:00 – 11:00 PM; Tuesday: 1:00 – 11:00 PM; Wednesday: 1:00 – 11:00 PM; Thursday: 1:00 – 11:00 PM; Friday: 1:00 – 11:00 PM; Saturday: 12:00 – 11:00 PM; Sunday: 12:00 – 10:00 PM,,,,,,,ChIJHZiKus8EdkgRUjtL_OA5NYU,Lively Indian eatery with an open-to-view kitchen & a menu of classic & more unusual dishes.,4.4,2155,,4,10,1487563,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHDTTHCnMIKKWaA4iQoQ3LSnmooMbjNOTpETcMaKbIBOiZD__gcunyGbw3Wq9WDPsnIDfXMax-DfAq47QQDAyY1rAqSTNYYVvLDVjjz4lucUm6NsgCu1G_Tt_PsGuxAQ93jIIutm-ATLUeZ-SwpAbrVKX8K96brObKSDEy-ndvSJEJx20RWqDck5DBnjGc_OywUDfi6RSvGO1xdarPT87wiZ4ZWKUY12qgtCOM0oTpCnvZn-2ozJHurMjVMGXZOZljwp4nzdv_GyHDFI5duXtBfeDCxipI1dv3wjDejfVykdQ&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant"",""indian""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/468150399,The Slurp Shop,"13 Denmark St, Bristol BS1 5DY, UK",51.4534314,-2.6000172,Food & Produce,food_produce,food-and-produce,bristol,brandon-hill,the-slurp-shop,closed,independent,standard,,0117 329 1340,,,https://maps.google.com/?cid=3906723980161160834,,,,,,,,ChIJs0sVa9eNcUgRgpYB4cJ4NzY,,4.6,5,,,,,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEHD2TJawbTUUVRS-7PtbfxrlInHnZyJn6NxRoCl_7f4-kVBh7c0_mDwnlOa64spuZD4E2HgUZtUOwScakKT6Vle_bVmPqCesXXjb84wRebGT27f03WL7wqyAVxQGVqJmRpKNLnGcxb76k7W9sS_-w6Zi2IIXmU3nzqy6OnRiDyCT7RpgChSNMV3uQ-JY8bWXQgwy5Di8cBk4Z57WqhjTA7ykGmz4RZuL47ESmHJpvxHyGPtdxkth9BzFFIxh_5ULq4JNgq9TPcQ12xaGrbUxgLsEn5RkywkujpOw8PnMBgsqKAfdeXgh4SUb46l22r5NjLgVJdTFASXswWTUMtUBRQXHxMLRgmUrEOTcg16gai283BxrkGXm1DPQMpQKcd55Urmhsq7YVpk4qhe03Pg0f6gkG2W_a1J0jPdUbsmR48OpQr2&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant"",""noodle""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/1327102983,Honest Burgers,"21 Clare Street, Bristol, BS1 1XA",51.4540297,-2.5956778,Food & Produce,food_produce,food-and-produce,bristol,city-centre,honest-burgers,pending,independent,standard,,0117 472 7360,,https://www.honestburgers.co.uk/locations/bristol/?utm_source=google&utm_medium=organic&utm_campaign=google_business&utm_id=bristol,https://maps.google.com/?cid=9320760775397689108,Mo-Sa 11:00-23:00; Su 11:00-22:30,,,,,,,ChIJHdZqyQGPcUgRFEf5rYr-WYE,,4.5,2107,,5,0,1061623,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEF-RaEyoKZwxlMLk9Vc9xUjnuHl9siteQUkUg5Z_AkSG5wAFhJmrlONMLEJZOHR4yEZHrXfyzBgVckONmwX554RuHN7aMsqibleUK0azqADM2wr5b1_2VavazVDPB2yciGcTXPInW_iW37khBmj4NjtDA0Myqdcw1fAC3JE4EQ1N2IOgDRcfZcuUrCemEzNFCa5DZFjxWWJpYI53pDLbV4NxQhmJ7Ud6CisEcLUnrKKovAVdavOO3j1aH35viuHGEdG0ca_rBczI_XYsrdbEHkS7fgqK3CgQub6qHfS-87lzg&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant"",""burger""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/123964811,Cathay Rendezvous,"30 King Street, Bristol, BS1 4DZ",51.4518136,-2.5953465,Food & Produce,food_produce,food-and-produce,bristol,city-centre,cathay-rendezvous,pending,independent,standard,,0117 922 6161,,http://www.cathay-rendezvous.com/,https://maps.google.com/?cid=15445428660547798743,Monday: Closed; Tuesday: 5:30 PM – 12:00 AM; Wednesday: 5:30 PM – 12:00 AM; Thursday: 5:30 PM – 12:00 AM; Friday: 5:30 PM – 1:00 AM; Saturday: 5:30 PM – 1:00 AM; Sunday: 5:30 PM – 12:00 AM,,,,,,,ChIJmyy3g3iOcUgR18aWi4gvWdY,"Mandarin, Szechuan and Cantonese dishes served in a former Georgian library on a cobbled street.",4.2,750,Q7084369,5,0,385465,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEG-7Mh0W8DQ4LzqEZDn7S9uYS_5m0_XyhzrQV8maNBq6F3UMGF_EONhlhrnj3gsgG3IkcAdEwtPmFOF6Em0PgsHfBq_-fmdt8OWCAZksZaP_ZbhmtbykWsXoIKdV6WdujV9sjM0oSB8VD4zyrDuqnoYvVh7NYjoI-1mhPeAcNTWdABITEl2andI7bADy7RtvPLplGY7qXbAVpSgCBbbIFFPumpKbWJYrbMDkHTDzy4mUcusth7ZNcfvEJUXtSIuV3OQww5MLjKlfX_h7R77hFj9DZbFHEunR7_FKso97qtwbA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant"",""chinese""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/123981287,malatang,"16 Saint Stephen's Street, Bristol, BS1 1JR",51.4537364,-2.5952203,Food & Produce,food_produce,food-and-produce,bristol,city-centre,malatang,pending,independent,standard,,07386 721494,,http://guifeimalatangandtea.com/,https://maps.google.com/?cid=2357295005560623385,Monday: Closed; Tuesday: 12:00 – 9:00 PM; Wednesday: 12:00 – 9:00 PM; Thursday: 12:00 – 9:00 PM; Friday: 12:00 – 9:00 PM; Saturday: 12:00 – 9:00 PM; Sunday: 12:00 – 9:00 PM,,,,,,,ChIJuWXwhhSPcUgRGVE-bVHLtiA,,4.7,58,,4,10,1877723,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEGohv2W8bHtL-NaH-7w5h23u_NeILeOzanB-Pb9H4_ZReng64KRb6XAJH9JZiEs-OG1cunvnC9J7LWId5IC47bsI-vgHq-RgUSBDFwjKFY89rY_To3H655BPOV9iN1E1TG_3K6tawhZRIuMv_YX_45wZybKye_m-NwLIuNzuSwvYcNZZWWRMLddLcdAgMiJw8qjDYQ-lrgNoPIfS4dcJhVwZCVDw7GheRr0rMLiNqkIHr2j_IauYunYpJioEDUC5Wrj4xirCQVs3lpfjIpxbyZB-TPNFUelY9_72lZ4CePOaA&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant"",""chinese""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/191909377,Pizza pilgrims,"29 Corn Street, Bristol, BS1 1HT, GB",51.454227,-2.595305,Food & Produce,food_produce,food-and-produce,bristol,broadmead,pizza-pilgrims,pending,independent,standard,,,,,https://maps.google.com/?cid=4873854712422450492,,,,,,,,ChIJW_M6jdmPcUgRPMXNxAlpo0M,,,,,,,,,,,,,,,,,,,,,,"{""restaurant"",""pizza""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
way/269095189,Tio Joao,"146 Saint Michaels Hill, Bristol, BS2 8DA, GB",51.4609735,-2.6017769,Food & Produce,food_produce,food-and-produce,bristol,kingsdown,tio-joao,closed,independent,standard,,0117 904 0574,,,https://maps.google.com/?cid=8815904032607959944,,,,,,,,ChIJ5yt9Se0pckgRiPuHTQJiWHo,,4.1,136,,,,,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AU_ZVEFi6nNzD_JIf-h5bs9zq1ZhSVDnzOKDPdWzjNE25cvJsHtOtQUXaxbJQrhO4Ya-2Jn7Dmsip17EyCwKSI7h_rWQxQV80P_R1ibJ12duG25NmYWCca73N-sBIQgVKw29XBpKwpQF8MaMDDihN8tDq_hqrg1gduYvQ_WQYvzX5b2-A3ad6mYkKREBnOujEQ2kH-2w_b8kvrvcThVCXAqbhlVmDuomFmZ34AnbNDWG7VcKDzSvlAYkj_Nbz8Jzo54e_6nLnMwnhiT7ytDccWSBNkSbKFUfz8POZe19h6qy2lr9Mw&key=AIzaSyCz5y9eZ6DAHHP8w5pqz15ffDUrNQgQX04,,,,,,,,,,,,,,"{""restaurant"",""steak_house""}",OpenStreetMap,2026-04-19,2026-04-19 07:40:05
