id,name,category,address,latitude,longitude,phone,website,google_maps_url,photo_url,google_summary,opening_hours,google_rating,google_review_count,google_place_id,source,scrape_date,status,chain_flag,editor_notes,story_draft,description,tags,is_featured,image_url,category_key,last_synced_at,ranking_tier,category_slug,city_slug,area_slug,business_slug,email,social_facebook,social_instagram,social_twitter,social_tiktok,social_linkedin,social_youtube,add_listing_illustration,illustration_status,illustration_url,illustration_source_photo,illustration_generated_at,founders_story,founders_image,logo_url,show_logo,osm_id,wikidata_id,fsa_rating,fsa_hygiene_score,fsa_establishment_id,image_category,secondary_category,dining_type,secondary_category_slug,sub_category,sub_category_slug,deliveroo_url,uber_eats_url
00c9d9c2-6499-49a6-b842-c189448759dd,McQueens,Health & Wellbeing,"Park Street, Bristol, GB",51.4536497,-2.6013995,,,,,,,,,,OpenStreetMap,2026-04-19,pending,independent,,,,"[""hairdresser""]",,,health_wellbeing,2026-04-19 07:42:27,standard,health-and-wellbeing,bristol,brandon-hill,mcqueens,,,,,,,,false,,,,,,,,false,way/191952471,,,,,hairdresser,,,,hairdresser,hairdresser,,
00cb516d-49fd-4e99-8204-5d85e16c3208,Creation Nails,Health & Wellbeing,"The Promenade Gloucester Road, Bristol, BS7 8AL",51.4723265,-2.5919025,,,,,,,,,,OpenStreetMap,2026-04-19,pending,independent,,,,"[""beauty""]",,,health_wellbeing,2026-04-19 07:42:27,standard,health-and-wellbeing,bristol,montpelier,creation-nails,,,,,,,,false,,,,,,,,false,way/264387930,,,,,,,,,,,,
00d00903-852e-4afa-ad58-343429e1664c,Boots,Health & Wellbeing,"66 Queen's Road, Bristol, BS8 1QU",51.4571141,-2.6073363,,https://www.boots.com/stores/512-bristol-clifton-queen-road-bs8-1qu,,,,,,,,OpenStreetMap,2026-04-19,pending,chain,,,,"[""pharmacy"",""pharmacy""]",,,health_wellbeing,2026-04-19 07:42:27,low,health-and-wellbeing,bristol,clifton,boots,,,,,,,,false,,,,,,,,false,way/1188184239,,,,,pharmacy,,,,pharmacy,pharmacy,,
00e9a376-a2ba-4d54-a828-53b488520886,Coffee Gardens,Cafes & Coffee,"1 Beverston Gardens, Bristol, BS11 0SB",51.5039714,-2.6521525,,,,,,,,,,OpenStreetMap,2026-04-19,pending,independent,,,,"[""cafe""]",,,restaurants_cafes,2026-04-19 07:40:33,standard,cafes,bristol,lawrence-weston,coffee-gardens,,,,,,,,false,,,,,,,,false,way/371661318,,,,,cafe,,dine_in,,cafe,cafe,,
00ea98e3-5d4e-47c6-81b5-772b1c0b6e99,Noco Hair,Health & Wellbeing,"147 Whiteladies Road, Bristol, BS8 2QT",51.4668619,-2.6115429,,,,,,,,,,OpenStreetMap,2026-04-19,pending,independent,,,,"[""hairdresser""]",,,health_wellbeing,2026-04-19 07:42:27,standard,health-and-wellbeing,bristol,clifton,noco-hair,,,,,,,,false,,,,,,,,false,way/232278929,,,,,hairdresser,,,,hairdresser,hairdresser,,
00f5ad1f-07e3-4748-b22f-ebcfb26ec30b,McDonald's,Restaurants & Fast Food,"East Street, Bristol, BS3 4JY",51.4438012,-2.5941965,+44 117 963 1710,https://www.mcdonalds.com/gb/en-gb/location/bristol/asda-bedminster/east-street/8261307.html,,,,Mo-Sa 07:00-20:00; Su 09:30-16:00,,,,OpenStreetMap,2026-04-19,pending,chain,,,,"[""fast_food"",""burger""]",,,restaurants_cafes,2026-04-19 07:40:33,low,restaurants,bristol,bedminster,mcdonalds,,https://facebook.com/mcdonaldsuk,https://www.instagram.com/mcdonaldsuk,https://twitter.com/mcdonaldsuk,,,,false,,,,,,,,false,node/2383579533,,5,0,312303,restaurant,,takeaway,,burgers,burgers,,
0104009a-028a-4732-9060-d7fa2928ebcc,Greggs,Food & Produce,"Saint James Court St James Parade, Bristol, BS1 3LH",51.458882,-2.5926056,,https://www.greggs.co.uk/shop-finder?shop-code=1957,,,,,,,,OpenStreetMap,2026-04-19,pending,chain,,,,"[""fast_food"",""bakery"",""sandwich"",""bakery""]",,,food_produce,2026-04-19 07:40:05,low,food-and-produce,bristol,city-centre,greggs,,https://www.facebook.com/greggsofficial,https://www.instagram.com/greggs_official,https://twitter.com/GreggsOfficial,,,,false,,,,,,,,false,way/519432798,,5,0,310727,bakery,,,,bakery,bakery,,
012f6d29-a8ce-49e5-be8a-e3f0c1db2b4c,Brozen Bar,Drinks & Brewing,"43 Saint Nicholas Street, Bristol, BS1 1TP",51.4537393,-2.5946938,,https://brozenbar.com/,,,,,,,,OpenStreetMap,2026-04-19,pending,independent,,,Frozen cocktails,"[""bar"",""cocktails""]",,,drinks_brewing,2026-04-19 07:41:04,standard,drinks-and-brewing,bristol,city-centre,brozen-bar,,https://www.facebook.com/brozenbar,https://instagram.com/brozenbar,https://twitter.com/brozenbar,,,,false,,,,,,,,false,way/368537075,,,,,wine-bar,,,,wine-bar,wine-bar,,
0136339c-1ddc-411d-9b1d-848c83447f81,Enchanted Weddings & Events,Home & Interiors,"67 Sandy Park Road, Bristol, BS4 3PQ",51.44028,-2.5542651,,,,,,,,,,OpenStreetMap,2026-04-19,pending,independent,,,,"[""interior_decoration""]",,,home_interiors,2026-04-19 07:41:32,standard,home-and-interiors,bristol,brislington,enchanted-weddings-events,,,,,,,,false,,,,,,,,false,way/405875153,,,,,,,,,,,,
0142a862-1dae-447f-b4aa-46300fc16e48,GNC,Health & Wellbeing,"5 Broadmead Gallery, Bristol, BS1 3XB",51.4567731,-2.5902266,,,,,,,,,,OpenStreetMap,2026-04-19,pending,independent,,,,"[""nutrition_supplements""]",,,health_wellbeing,2026-04-19 07:42:26,standard,health-and-wellbeing,bristol,broadmead,gnc,,,,,,,,false,,,,,,,,false,node/2900417796,,,,,,,,,,,,
0149919c-d03d-40a5-9753-2eb5082f1d56,Noah's,Restaurants,"1 Brunel Lock Road, Bristol, BS1 6XS",51.4474078,-2.6208921,0117 452 9240,https://www.noahsbristol.co.uk/,https://maps.google.com/?cid=10133781684652776681,,,"Monday: 12:00 – 3:00 PM, 5:00 – 9:00 PM; Tuesday: 12:00 – 3:00 PM, 5:00 – 9:00 PM; Wednesday: 12:00 – 3:00 PM, 5:00 – 9:00 PM; Thursday: 12:00 – 3:00 PM, 5:00 – 9:00 PM; Friday: 12:00 – 3:00 PM, 5:00 – 9:30 PM; Saturday: 12:00 – 3:00 PM, 5:00 – 9:30 PM; Sunday: 12:00 – 3:00 PM",4.8,671,ChIJnxXL_AaNcUgR6ZwWScBsoow,OpenStreetMap,2026-04-19,pending,independent,,,"A family-run fish & chip restaurant and seafood kitchen, tucked under the flyover overlooking the Cumberland Basin","[""restaurant"",""fish_and_chips""]",,,food_produce,2026-04-19 07:40:05,standard,restaurants,bristol,hotwells,noahs,hello@noahsbristol.co.uk,,https://www.instagram.com/noahsbristol_,,,,,false,,,,,,,,false,way/463057273,,4,0,1618091,restaurant,,dine_in,,fish & chips,fish-chips,,
01517ec3-b3b8-475f-80f9-21813ef7cd20,Harbour Hub,Restaurants,"Lime Kiln Road, Bristol, BS1 5AU",51.4499095,-2.6060658,0117 452 3933,https://www.harbourhubbristol.co.uk/,https://maps.google.com/?cid=3353838654602117513,,,"Mo-Th 12:00-22:00; Fr,Sa 09:00-22:00; Su 09:00-21:00",4.7,465,ChIJrTV1a8CNcUgRiYGIqXw6iy4,OpenStreetMap,2026-04-19,pending,independent,,,Harbour Hub is a harbourside venue perfect for summer views and cosy winter nights. We have a range of cuisines on our menu and a stacked cocktail list.,"[""restaurant"",""cocktails""]",,,food_produce,2026-04-19 07:40:05,standard,restaurants,bristol,city-centre,harbour-hub,,https://www.facebook.com/harbourhubbristol,https://www.instagram.com/harbourhubbristol,,,,,false,,,,,,,,false,node/12959516246,,5,5,1532339,restaurant,Drinks & Brewing,dine_in,drinks-and-brewing,general,general,,
015605e3-2d61-44f4-9fbc-0a5308c96267,The Barber Shop,Health & Wellbeing,"77a Queen's Road, Bristol, BS8 1QP, GB",51.4567645,-2.6075913,,,,,,,,,,OpenStreetMap,2026-04-19,pending,independent,,,,"[""hairdresser""]",,,health_wellbeing,2026-04-19 07:42:27,standard,health-and-wellbeing,bristol,bristol-city-centre,the-barber-shop,,,,,,,,false,,,,,,,,false,way/461464744,,,,,hairdresser,,,,hairdresser,hairdresser,,
01824019-e2a3-4557-9e99-bc4db75f1f73,Marmo,Food & Produce,"31 Baldwin Street, Bristol, BS1 1RG",51.4535792,-2.5944102,0117 316 4987,https://www.marmo.restaurant/,https://maps.google.com/?cid=1890779522775591333,,"Stylish destination offering a changing menu of meat & fish dishes, plus an extensive wine list.","Monday: 5:30 – 9:00 PM; Tuesday: 12:00 – 2:00 PM, 5:30 – 9:00 PM; Wednesday: 12:00 – 2:00 PM, 5:30 – 9:00 PM; Thursday: 12:00 – 2:00 PM, 5:30 – 9:00 PM; Friday: 12:00 – 2:00 PM, 5:30 – 9:15 PM; Saturday: 12:00 – 2:00 PM, 5:30 – 9:15 PM; Sunday: Closed",4.6,378,ChIJq3ZDXnCPcUgRpSmfS_VlPRo,OpenStreetMap,2026-04-19,pending,independent,,,,"[""restaurant""]",,,food_produce,2026-04-19 07:40:05,standard,food-and-produce,bristol,city-centre,marmo,,,,,,,,false,,,,,,,,false,way/431512699,,5,0,1202333,restaurant,,,,general,general,,
018379ff-0e74-4c0f-988f-a1dc74af4b04,Filton Tailors,Services,"46 Filton Road, Bristol, BS7 0PB",51.4962618,-2.5809897,,,,,,,,,,OpenStreetMap,2026-04-19,pending,independent,,,,"[""tailor""]",,,services,2026-04-19 07:42:59,standard,services,bristol,horfield,filton-tailors,,,,,,,,false,,,,,,,,false,way/294081133,,,,,tailors,,,,tailors,tailors,,https://www.ubereats.com/gb/store/co-op-horfield-filton-road/iCh-sejDUfW9YuskWCuneA
018c5ae7-f909-4c0f-803f-08665181d379,Miller & Carter Steakhouse,Food & Produce,"Marriott Royal Hotel College Green, Bristol, BS1 5TA",51.4516769,-2.5994991,0117 456 9606,https://www.millerandcarter.co.uk/restaurants/south-west/millerandcarterbristolcitycentre,https://maps.google.com/?cid=8886004314592556503,,,Monday: 6:00 AM – 1:00 AM; Tuesday: 6:00 AM – 1:00 AM; Wednesday: 6:00 AM – 1:00 AM; Thursday: 6:00 AM – 1:00 AM; Friday: 6:00 AM – 1:00 AM; Saturday: 6:00 AM – 1:00 AM; Sunday: 6:00 AM – 1:00 AM,4.6,2248,ChIJsxGTkR-NcUgR17XgE9htUXs,OpenStreetMap,2026-04-19,pending,independent,,,,"[""restaurant"",""steak_house""]",,,food_produce,2026-04-19 07:40:05,standard,food-and-produce,bristol,city-centre,miller-carter-steakhouse,,,,,,,,false,,,,,,,,false,node/6122351967,,5,0,1092236,restaurant,,,,general,general,,
0197f0c2-3029-428d-9494-d12cde19d37e,Vince's,Restaurants & Fast Food,,51.495953,-2.5738223,,,,,,,,,,OpenStreetMap,2026-04-19,pending,independent,,,,"[""fast_food"",""italian""]",,,restaurants_cafes,2026-04-19 07:40:33,standard,restaurants,bristol,horfield,vinces,,,,,,,,false,,,,,,,,false,way/186117474,,,,,restaurant,,takeaway,,italian,italian,,
019c5408-7e75-41e2-8a1a-92286a34617b,Bonomini,Health & Wellbeing,"Alma Vale Road, Bristol, BS8 2HY",51.4625837,-2.6146765,,,,,,,,,,OpenStreetMap,2026-04-19,pending,independent,,,,"[""hairdresser""]",,,health_wellbeing,2026-04-19 07:42:27,standard,health-and-wellbeing,bristol,clifton,bonomini,,,,,,,,false,,,,,,,,false,way/292008212,,,,,hairdresser,,,,hairdresser,hairdresser,,
01b7ab94-46a9-46a9-b731-ed933cb39fec,Pizza on the Park,Restaurants & Fast Food,"31 Berkeley Square, Bristol, BS8 1HP",51.4555924,-2.6047483,0117 302 1515,https://pizzaonthepark.com/,https://maps.google.com/?cid=4707574591239716031,,"Contemporary locale whipping up Neapolitan-styles pizzas & pasta, plus cocktails, beer & wine.",Monday: 12:00 – 9:30 PM; Tuesday: 12:00 – 9:30 PM; Wednesday: 12:00 – 9:30 PM; Thursday: 12:00 – 10:00 PM; Friday: 12:00 – 10:00 PM; Saturday: 12:00 – 10:00 PM; Sunday: 12:00 – 9:00 PM,4.8,1412,ChIJl6IsbaONcUgRv3x_ICaqVEE,OpenStreetMap,2026-04-19,pending,independent,,,"Pizza on the Park is an independent Italian restaurant in Clifton. Truly a community restaurant, we has been serving up Bristol’s best Neapolitan-style pizzas and freshest Italian dishes for over four years.","[""restaurant"",""pizza""]",,,food_produce,2026-04-19 07:40:05,standard,restaurants,bristol,clifton,pizza-on-the-park,hello@pizzaonthepark.com,https://www.facebook.com/pizzaonthepark,https://www.instagram.com/pizzaonthepark,,,,,false,,,,,,,,false,way/269097620,,4,5,1337597,restaurant,,dine_in,,pizza,pizza,,
01bfd4cd-f10f-4065-a352-45436425a258,Pak Butchers,Food & Produce,"106 Grosvenor Road, Bristol, BS2 8YA",51.4648516,-2.5816728,0117 330 8432,http://www.pakbutchers.co.uk/,https://maps.google.com/?cid=16402452627866553356,,,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: 9:00 AM – 7:00 PM; Sunday: 10:00 AM – 6:00 PM,4.3,18,ChIJKy2J1myOcUgRDIwo2cI3oeM,OpenStreetMap,2026-04-19,pending,independent,,,,"[""butcher""]",,,food_produce,2026-04-19 07:40:05,standard,food-and-produce,bristol,saint-pauls,pak-butchers,,,,,,,,false,,,,,,,,false,way/562343621,,5,0,311768,,,,,,,,
02004afc-85c1-4ab6-b4ab-e0f030053098,Oakfield Dental,Health & Wellbeing,"40 Whiteladies Road, Bristol, BS8 2LG",51.4616853,-2.6090179,,,,,,,,,,OpenStreetMap,2026-04-19,pending,independent,,,,"[""dentist""]",,,health_wellbeing,2026-04-19 07:42:27,standard,health-and-wellbeing,bristol,bristol-city-centre,oakfield-dental,,,,,,,,false,,,,,,,,false,way/397358077,,,,,dentist,,,,dentist,dentist,,
0205220a-0a83-4345-80a1-e4ce3e08ed8a,The George & Dragon,Drinks & Brewing,"140a Church Road, Bristol, BS5 9HN",51.4592552,-2.5538129,,,,,,,,,,OpenStreetMap,2026-04-19,pending,independent,,,,"[""pub""]",,,drinks_brewing,2026-04-19 07:41:04,standard,drinks-and-brewing,bristol,redfield,the-george-dragon,,,,,,,,false,,,,,,,,false,way/402984389,,5,0,1846935,pub,,,,pub,pub,,
020c110c-bed9-4bf2-8fb7-b5a37da6f624,Rehans Foodstore & Off Licence,Food & Produce,"196 Stapleton Road, Bristol, BS5 0NY",51.4641797,-2.5704103,0117 952 5556,,https://maps.google.com/?cid=785351950854988121,,,Monday: 8:00 AM – 10:00 PM; Tuesday: 8:00 AM – 10:00 PM; Wednesday: 8:00 AM – 10:00 PM; Thursday: 8:00 AM – 11:00 PM; Friday: 8:00 AM – 10:00 PM; Saturday: 8:00 AM – 10:00 PM; Sunday: 8:00 AM – 10:00 PM,2.6,12,ChIJwSISaUCOcUgRWSFfNnAh5go,OpenStreetMap,2026-04-19,pending,independent,,,,"[""convenience""]",,,food_produce,2026-04-19 07:40:05,standard,food-and-produce,bristol,easton,rehans-foodstore-off-licence,,,,,,,,false,,,,,,,,false,way/662216292,,,,,,,,,,,,
021feb68-1692-461e-8b20-f1db2ac79dd4,Cosy Club,Food & Produce,"31 Corn Street, Bristol, BS1 1HT",51.4542475,-2.5951164,+44 117 253 0997,https://cosyclub.co.uk/location/bristol/,,,,Su-We 09:00-23:00; Th-Sa 09:00-24:00,,,,OpenStreetMap,2026-04-19,closed,independent,,,,"[""restaurant"",""british""]",,,food_produce,2026-04-19 07:40:05,standard,food-and-produce,bristol,city-centre,cosy-club,bristolbookings@cosyclub.co.uk,,,,,,,false,,,,,,,,false,way/329050801,,5,5,655851,restaurant,,,,general,general,,
0225365d-489a-4543-9f7e-873dcbd0ed2d,Stargate Boxing Gym,Health & Wellbeing,"20-28 Pennywell Road, Bristol, BS5 0TG",51.4602905,-2.577715,,,,,,,,,,OpenStreetMap,2026-04-19,closed,independent,,,,"[""fitness_centre""]",,,health_wellbeing,2026-04-19 07:42:26,standard,health-and-wellbeing,bristol,easton,stargate-boxing-gym,,,,,,,,false,,,,,,,,false,node/13136150044,,,,,,,,,,,,
0244c11a-0eb8-4398-8e4c-a686f0cdda8d,Café Kino,Cafes,"108 Stokes Croft, Bristol, BS1 3RU, GB",51.4641296,-2.5894657,+44 117 9249200,https://www.cafekino.coop,,,,Mo-Su 09:00-21:30,,,,OpenStreetMap,2026-04-19,pending,independent,,,Please come and say hello and enjoy some vegan delights!,"[""cafe"",""brunch""]",,,restaurants_cafes,2026-04-19 07:40:33,standard,cafes,bristol,stokes-croft,caf-kino,,https://www.facebook.com/cafekino,http://instagram.com/cafekino,,,,,false,,,,,,,,false,way/108841072,Q117021491,AwaitingInspection,,310427,cafe,Restaurants,dine_in,restaurants,cafe,cafe,,
02484b78-5f4a-4d46-a81c-a39df97d00c0,The Banana Boat,Food & Produce,"117 Oxford Street, Bristol, BS3 4RL",51.4419994,-2.579115,0117 972 3302,https://en-gb.facebook.com/groups/480897608617299/,https://maps.google.com/?cid=5829098442780549992,,,Mo-Fr 07:00-16:00; Sa 07:00-14:00,4.8,112,ChIJ0RpsAImOcUgRaKO3WiYe5VA,OpenStreetMap,2026-04-19,pending,independent,,,,"[""greengrocer""]",,,food_produce,2026-04-19 07:40:05,standard,food-and-produce,bristol,totterdown,the-banana-boat,,,,,,,,false,,,,,,,,false,way/127652150,,5,0,310363,greengrocer,,,,greengrocer,greengrocer,,
024b08c3-7ccf-40b4-828b-cfe3f9e161af,The City Farm Café,Cafes & Coffee,,51.4423115,-2.5925706,,https://www.windmillhillcityfarm.org.uk/visit-us/cafe/,,,,Mo-Su 09:30-16:00,,,,OpenStreetMap,2026-04-19,pending,independent,,,,"[""cafe""]",,,restaurants_cafes,2026-04-19 07:40:33,standard,cafes,bristol,victoria-park,the-city-farm-caf,,,,,,,,false,,,,,,,,false,node/9866068207,,5,0,385491,cafe,,dine_in,,cafe,cafe,,
024ff866-0dd9-4fad-b72d-096790cc1ae8,aka,Health & Wellbeing,"6 Stoke Lane, Bristol, BS9 3RL",51.4884471,-2.62543,,,,,,,,,,OpenStreetMap,2026-04-19,pending,independent,,,,"[""hairdresser""]",,,health_wellbeing,2026-04-19 07:42:26,standard,health-and-wellbeing,bristol,westbury-on-trym,aka,,,,,,,,false,,,,,,,,false,way/171824440,,,,,hairdresser,,,,hairdresser,hairdresser,,
02600ea9-b9a3-459d-8b2b-927c3635dcf2,The Lost & Found,Drinks & Brewing,"85 Queen's Road, Bristol, BS8 1QS",51.4570833,-2.6085073,,,,,,,,,,OpenStreetMap,2026-04-19,pending,independent,,,,"[""bar""]",,,drinks_brewing,2026-04-19 07:41:04,standard,drinks-and-brewing,bristol,clifton,the-lost-found,,,,,,,,false,,,,,,,,false,way/297446195,,5,,1061659,pub,,,,pub,pub,,
02788f9c-cf49-4161-9383-2f359d06c8ae,Launderette,Services,"73 Sandy Park Road, Bristol, BS4 3PQ",51.4402152,-2.5540351,0117 239 1847,https://www.staffordslaunderette.co.uk/,https://maps.app.goo.gl/2nETDw3wq9Pnmqp86,,,Mo-Su 08:00-20:00,,,,OpenStreetMap,2026-04-19,pending,independent,,,"Since 1967, our family has worked hard to provide the best services for our customers. We strive to deliver a fantastic wash and drying experience that we promise you will love.","[""laundry""]",,,services,2026-04-19 07:42:59,standard,services,bristol,brislington,launderette,http://www.staffordslaunderette.co.uk/,,,,,,,false,,,,,,,,false,way/405875169,,,,,launderette,,,,launderette,launderette,,
027c4140-d27b-4937-bf5f-effd3f4ebbae,Hop Union Taproom,Drinks & Brewing,"20 Bonville Road, BS4 5QH",51.4357751,-2.5371669,+44 117 957 2842,http://hopunionbrewery.co.uk/pages/taproom,,,,Th-Fr 16:00-21:00; Sa 13:00-21:00,,,,OpenStreetMap,2026-04-19,pending,independent,,,"From live music and quiz nights, to beer tasting sessions and exclusive seasonal releases, there’s always something happening at Hop Union Brewery. Come down, grab a pint, and be part of the action!","[""pub"",""bar"",""taproom""]",,,drinks_brewing,2026-04-19 07:41:04,standard,drinks-and-brewing,bristol,brislington,hop-union-taproom,contact@hopunionbrewery.co.uk,https://www.facebook.com/hopunionbrewery/,https://www.instagram.com/hopunionbrewerytaproom,,,,,false,,,,,,,,false,node/13731666801,,,,,pub,,,,pub,pub,,
02ada238-b9b4-4987-913c-697a97e8f1a5,Vegan India,Food & Produce,"189 Gloucester Road, Bristol, BS7 8BG",51.4749414,-2.5910687,0117 333 6185,http://www.vegan-india.co.uk/,https://maps.google.com/?cid=16097517682314433241,,,"Mo-Th 17:00-22:00; Fr,Sa 17:00-23:00; Su 13:00-22:00",4.7,266,ChIJmafkzG6PcUgR2dLrMwvfZd8,OpenStreetMap,2026-04-19,closed,independent,,,,"[""restaurant"",""indian""]",,,food_produce,2026-04-19 07:40:05,standard,food-and-produce,bristol,bishopston,vegan-india,,,,,,,,false,,,,,,,,false,way/264380038,,3,10,1589801,restaurant,,,,general,general,,
